"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2009";"2010";"2011";"2012";"2013";"2014" 
"06 Udenrigsministeriet "; -286,7; -128,0; -603,0; -228,0; -303,0; -128,0
"061 Udenrigstjenesten m.v. "; -286,7; -128,0; -603,0; -228,0; -303,0; -128,0
"0611 Udenrigstjenesten mv. "; -286,7; -128,0; -603,0; -228,0; -303,0; -128,0
"061106 Renteindtægt af diverse tilgodehavender "; -111,7; -28,0; -28,0; -28,0; -28,0; -28,0
"06110610 Renteindtægt af diverse tilgodehavender "; -111,7; -28,0; -28,0; -28,0; -28,0; -28,0
"061121 Udlodninger fra IØ og IFU "; -175,0; -100,0; -575,0; -200,0; -275,0; -100,0
"06112110 Udlodninger fra IØ og IFU "; -175,0; -100,0; -575,0; -200,0; -275,0; -100,0
"07 Finansministeriet "; -2049,2; -1847,2; -629,7; -623,0; -623,0; -623,0
"071 Offentlig økonomi "; -2049,2; -1847,2; -629,7; -623,0; -623,0; -623,0
"0711 Centralstyrelsen "; -266,1; 0,0; 0,0; 0,0; 0,0; 0,0
"071128 Overf. midler fra Fiskeribankens nedlæggelse "; -266,1; 0,0; 0,0; 0,0; 0,0; 0,0
"07112810 Overf. midler fra Fiskeribankens nedlæggelse "; -266,1; 0,0; 0,0; 0,0; 0,0; 0,0
"0715 Statslige selskaber "; -1783,1; -1847,2; -629,7; -623,0; -623,0; -623,0
"071501 Udbytte fra statslige selskaber "; -1783,1; -1847,2; -623,0; -623,0; -623,0; -623,0
"07150110 Udbytte mv. "; -1783,1; -1847,2; -623,0; -623,0; -623,0; -623,0
"071502 Salgsindtægter "; 0,0; 0,0; -6,7; 0,0; 0,0; 0,0
"07150260 Salg af aktier i Max Bank A/S "; 0,0; 0,0; -5,6; 0,0; 0,0; 0,0
"07150270 Mindre aktiedispositioner mv. "; 0,0; 0,0; -1,1; 0,0; 0,0; 0,0
"08 Erhvervs- og Vækstministeriet "; -3,7; -1,2; -6234,0; -1,1; -1,1; -1,1
"081 Fællesudgifter "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"0811 Centralstyrelsen "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"081102 Renter "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"08110210 Renter "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
