"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2010";"2011";"2012";"2013";"2014";"2015" 
"06 Udenrigsministeriet "; -138,4; -603,0; -328,0; -303,0; -128,0; -178,0
"061 Udenrigstjenesten m.v. "; -138,4; -603,0; -328,0; -303,0; -128,0; -178,0
"0611 Udenrigstjenesten mv. "; -138,4; -603,0; -328,0; -303,0; -128,0; -178,0
"061106 Renteindtægt af diverse tilgodehavender "; -38,4; -28,0; -28,0; -28,0; -28,0; -28,0
"06110610 Renteindtægt af diverse tilgodehavender "; -38,4; -28,0; -28,0; -28,0; -28,0; -28,0
"061121 Udlodninger fra IØ og IFU "; -100,0; -575,0; -300,0; -275,0; -100,0; -150,0
"06112110 Udlodninger fra IØ og IFU "; -100,0; -575,0; -300,0; -275,0; -100,0; -150,0
"07 Finansministeriet "; -765,4; -623,0; -2362,5; -2300,1; -2300,1; -2300,1
"071 Offentlig økonomi "; -765,4; -623,0; -2362,5; -2300,1; -2300,1; -2300,1
"0715 Statslige selskaber "; -765,4; -623,0; -2362,5; -2300,1; -2300,1; -2300,1
"071501 Udbytte fra statslige selskaber "; -761,5; -623,0; -2300,1; -2300,1; -2300,1; -2300,1
"07150110 Udbytte mv. "; -761,5; -623,0; -2300,1; -2300,1; -2300,1; -2300,1
"071502 Salgsindtægter "; -3,9; 0,0; -29,4; 0,0; 0,0; 0,0
"07150220 Aktieselskabet Stekua i Likvidation "; 0,0; 0,0; -29,4; 0,0; 0,0; 0,0
"07150260 Salg af aktier i Max Bank A/S "; -3,9; 0,0; 0,0; 0,0; 0,0; 0,0
"071505 Indt. fra Danske Spils overskud vedr. Grønlan "; 0,0; 0,0; -33,0; 0,0; 0,0; 0,0
"07150510 Indt. fra Danske Spils overskud vedr. Grønl "; 0,0; 0,0; -33,0; 0,0; 0,0; 0,0
"08 Erhvervs- og Vækstministeriet "; -1179,1; -494,1; -1591,4; -791,4; -291,4; -291,4
"082 Erhvervsregulering "; -1178,0; -493,0; -1590,3; -790,3; -290,3; -290,3
"0821 Erhvervreg. og forbrugerbeskyt- og opl. "; -617,6; -493,0; -290,3; -290,3; -290,3; -290,3
"082126 Frekvensauktioner "; -476,6; -354,0; -140,3; -140,3; -140,3; -140,3
"08212610 3G-auktion "; -253,7; -253,7; -40,0; -40,0; -40,0; -40,0
"08212620 2,5 GHz-auktion "; -207,7; -100,3; -100,3; -100,3; -100,3; -100,3
"08212630 Auktionsprovenu jf. lov om radiofrekvenser "; -15,2; 0,0; 0,0; 0,0; 0,0; 0,0
"082127 Frekvens- og nummerafgifter "; -141,0; -139,0; -150,0; -150,0; -150,0; -150,0
"08212710 Frekvens- og nummerafgifter "; -141,0; -139,0; -150,0; -150,0; -150,0; -150,0
"0823 Finansielt tilsyn "; -560,3; 0,0; -1300,0; -500,0; 0,0; 0,0
"082306 Indtægter fra Bankpakken og Kreditpakken "; -560,3; 0,0; -1300,0; -500,0; 0,0; 0,0
"08230615 Provision af individuelle garantier "; -560,3; 0,0; -1300,0; -500,0; 0,0; 0,0
"087 Søfart "; -1,1; -1,1; -1,1; -1,1; -1,1; -1,1
"0871 Søfart "; -1,1; -1,1; -1,1; -1,1; -1,1; -1,1
"087103 Registreringsafgift for fritidsfartøjer "; -1,1; -1,1; -1,1; -1,1; -1,1; -1,1
