"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2008";"2009";"2010";"2011";"2012";"2013" 
"06 Udenrigsministeriet "; -827,1; -378,0; -128,0; -228,0; -228,0; -28,0
"061 Udenrigstjenesten m.v. "; -827,1; -378,0; -128,0; -228,0; -228,0; -28,0
"0611 Udenrigstjenesten "; -827,1; -378,0; -128,0; -228,0; -228,0; -28,0
"061106 Renteindtægt af diverse tilgodehavender "; -27,1; -28,0; -28,0; -28,0; -28,0; -28,0
"06110610 Renteindtægt af diverse tilgodehavender "; -27,1; -28,0; -28,0; -28,0; -28,0; -28,0
"061121 Udlodninger fra IØ og IFU "; -800,0; -350,0; -100,0; -200,0; -200,0; 0,0
"06112110 Udlodninger fra IØ og IFU "; -800,0; -350,0; -100,0; -200,0; -200,0; 0,0
"07 Finansministeriet "; -1888,9; -2045,0; -1851,1; -1847,2; -1847,2; -1847,2
"071 Offentlig økonomi "; -1888,9; -2045,0; -1851,1; -1847,2; -1847,2; -1847,2
"0711 Centralstyrelsen "; 0,0; -248,0; 0,0; 0,0; 0,0; 0,0
"071128 Overf. midler fra Fiskeribankens nedlæggelse "; 0,0; -248,0; 0,0; 0,0; 0,0; 0,0
"07112810 Overf. midler fra Fiskeribankens nedlæggelse "; 0,0; -248,0; 0,0; 0,0; 0,0; 0,0
"0715 Statslige selskaber "; -1888,9; -1797,0; -1851,1; -1847,2; -1847,2; -1847,2
"071501 Udbytte fra statslige selskaber "; -1885,7; -1797,0; -1847,2; -1847,2; -1847,2; -1847,2
"07150110 Udbytte mv. "; -1885,7; -1797,0; -1847,2; -1847,2; -1847,2; -1847,2
"071502 Salgsindtægter "; -3,2; 0,0; -3,9; 0,0; 0,0; 0,0
"07150250 Afvikling af ejendomsselskabet TOR I/S "; -3,2; 0,0; 0,0; 0,0; 0,0; 0,0
"07150260 Salg af aktier i Max Bank A/S "; 0,0; 0,0; -3,9; 0,0; 0,0; 0,0
"08 Økonomi- og Erhvervsministeriet "; -5,0; -26,0; -1,2; -1,4; -1,4; -1,4
"081 Fællesudgifter "; -0,5; 0,0; 0,0; 0,0; 0,0; 0,0
