"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2004";"2005";"2006";"2007";"2008";"2009" 
"06 Udenrigsministeriet "; -1449,1; -58,6; -358,6; -258,6; -258,6; -258,6
"061 Udenrigstjenesten m.v. "; -1449,1; -58,6; -358,6; -258,6; -258,6; -258,6
"0611 Udenrigstjenesten "; -1449,1; -58,6; -358,6; -258,6; -258,6; -258,6
"061106 Renteindtægt af diverse tilgodehavender "; -47,4; -56,2; -56,2; -56,2; -56,2; -56,2
"06110610 Renteindtægt af diverse tilgodehavender "; -47,4; -56,2; -56,2; -56,2; -56,2; -56,2
"061121 Udlodninger fra IØ og IFU "; -1400,0; 0,0; -300,0; -200,0; -200,0; -200,0
"06112110 Udlodninger fra IØ og IFU "; -1400,0; 0,0; -300,0; -200,0; -200,0; -200,0
"061123 Garantifonden for investeringer i østlande "; -0,1; -0,2; -0,2; -0,2; -0,2; -0,2
"06112310 Garantifonden for investeringer i østlande "; -0,1; -0,2; -0,2; -0,2; -0,2; -0,2
"061125 Garantifonden for investeringer i udvik.lande "; -1,6; -2,2; -2,2; -2,2; -2,2; -2,2
"06112510 Garantiordningen for investeringer i udv.land"; -1,6; -2,2; -2,2; -2,2; -2,2; -2,2
"07 Finansministeriet "; -2653,4; -3096,4; -1326,1; -1160,1; -1160,1; -1160,1
"071 Offentlig økonomi "; -2653,4; -3096,4; -1326,1; -1160,1; -1160,1; -1160,1
"0711 Centralstyrelsen "; -520,0; -2200,0; -81,0; 0,0; 0,0; 0,0
"071127 Overførsel fra Hypotekbankens reserver "; -520,0; -2200,0; -81,0; 0,0; 0,0; 0,0
"07112710 Overførsel fra Hypotekbankens reserver "; -520,0; -2200,0; -81,0; 0,0; 0,0; 0,0
"0715 Statslige selskaber "; -2133,4; -896,4; -1245,1; -1160,1; -1160,1; -1160,1
"071501 Udbytte m.v. fra statslige selskaber "; -2026,9; -896,4; -1245,1; -1160,1; -1160,1; -1160,1
"07150110 Udbytte m.v. "; -2026,9; -896,4; -1245,1; -1160,1; -1160,1; -1160,1
"071502 Salgsindtægter "; -106,6; 0,0; 0,0; 0,0; 0,0; 0,0
"07150230 Salg af arealer til Zoologisk Have "; -106,6; 0,0; 0,0; 0,0; 0,0; 0,0
"08 Økonomi- og Erhvervsministeriet "; -29,2; -7,5; -36,9; -2,5; -13,6; -34,6
"081 Fællesudgifter "; -0,3; -0,5; 0,0; 0,0; 0,0; 0,0
"0811 Centralstyrelsen "; -0,3; -0,5; 0,0; 0,0; 0,0; 0,0
"081102 Renter "; -0,3; -0,5; 0,0; 0,0; 0,0; 0,0
"08110210 Renter "; -0,3; -0,5; 0,0; 0,0; 0,0; 0,0
"083 Erhvervsfremme og byggeri "; -27,0; -5,0; -32,1; -0,5; -11,6; -32,6
"0836 Afvikling af ophørte ordninger m.v. "; -27,0; -5,0; -32,1; -0,5; -11,6; -32,6
"083606 Afvikling af Investeringsfonden Vækstmarkeder "; -27,0; -5,0; -32,1; -0,5; -11,6; -32,6
"08360610 Afvik Investeringsfonden for Vækstmarkeder "; -27,0; -5,0; -32,1; -0,5; -11,6; -32,6
"087 Søfart "; -1,9; -2,0; -4,8; -2,0; -2,0; -2,0
"0871 Fællesudgifter "; -1,9; -2,0; -4,8; -2,0; -2,0; -2,0
"087103 Registreringsafgift for fritidsfartøjer "; -1,9; -2,0; -2,0; -2,0; -2,0; -2,0
"08710310 Registreringsafgift for fritidsfartøjer "; -1,9; -2,0; -2,0; -2,0; -2,0; -2,0
"087117 Indfrielsesordning for statslån "; 0,0; 0,0; -2,8; 0,0; 0,0; 0,0
"08711710 Indtægter ved indfrielse af statslån "; 0,0; 0,0; -2,8; 0,0; 0,0; 0,0
"09 Skatteministeriet "; -123,9; -143,5; -137,3; -137,5; -870,1; -868,6
"091 Fællesudgifter "; -36,8; -35,5; -41,3; -41,5; -41,5; -41,5
"0911 Centralstyrelsen "; -36,8; -35,5; -41,3; -41,5; -41,5; -41,5
"091121 Klagegebyr "; -1,3; -1,5; -1,3; -1,5; -1,5; -1,5
"09112110 Klagegebyr "; -1,3; -1,5; -1,3; -1,5; -1,5; -1,5
"091141 Det Danske Klasselotteri A/S "; -24,8; -23,0; -29,0; -29,0; -29,0; -29,0
"09114110 Betaling for ret til at drive klasselotteri "; -24,8; -23,0; -29,0; -29,0; -29,0; -29,0
"091161 Renter "; -10,7; -11,0; -11,0; -11,0; -11,0; -11,0
"09116110 Renter "; -2,1; -2,0; -2,0; -2,0; -2,0; -2,0
"09116130 Renteindtægter og udbytter "; -8,6; -9,0; -9,0; -9,0; -9,0; -9,0
