"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2003";"2004";"2005";"2006";"2007";"2008" 
"06 Udenrigsministeriet "; -79,8; -1456,2; -56,2; -56,2; -156,2; -156,2
"061 Udenrigstjenesten m.v. "; -79,8; -1456,2; -56,2; -56,2; -156,2; -156,2
"0611 Udenrigstjenesten "; -79,8; -1456,2; -56,2; -56,2; -156,2; -156,2
"061106 Renteindtægt af diverse tilgodehavender "; -79,8; -56,2; -56,2; -56,2; -56,2; -56,2
"06110610 Renteindtægt af diverse tilgodehavender "; -79,8; -56,2; -56,2; -56,2; -56,2; -56,2
"061121 Udlodninger fra IØ og IFU "; 0,0; -1400,0; 0,0; 0,0; -100,0; -100,0
"06112110 Udlodninger fra IØ og IFU "; 0,0; -1400,0; 0,0; 0,0; -100,0; -100,0
"07 Finansministeriet "; -1976,7; -1178,2; -3200,1; -2096,4; -896,4; -896,4
"071 Offentlig økonomi "; -1976,7; -1178,2; -3200,1; -2096,4; -896,4; -896,4
"0711 Centralstyrelsen "; -1300,0; -520,0; -2200,0; -1200,0; 0,0; 0,0
"071127 Overførsel fra Hypotekbankens reserver "; -1300,0; -520,0; -2200,0; -1200,0; 0,0; 0,0
"07112710 Overførsel fra Hypotekbankens reserver "; -1300,0; -520,0; -2200,0; -1200,0; 0,0; 0,0
"0715 Statslige selskaber "; -676,7; -658,2; -1000,1; -896,4; -896,4; -896,4
"071501 Udbytte m.v. fra statslige selskaber "; -519,2; -658,2; -896,4; -896,4; -896,4; -896,4
"07150110 Udbytte m.v. "; -519,2; -658,2; -896,4; -896,4; -896,4; -896,4
"071502 Salgsindtægter "; -157,5; 0,0; -103,7; 0,0; 0,0; 0,0
"07150210 Kompensation for voldgiftsag "; -157,5; 0,0; 0,0; 0,0; 0,0; 0,0
"07150230 Salg af arealer til Zoologisk Have "; 0,0; 0,0; -2,0; 0,0; 0,0; 0,0
"07150240 Bella Center A/S "; 0,0; 0,0; -101,7; 0,0; 0,0; 0,0
"08 Økonomi- og Erhvervsministeriet "; -3330,2; -7225,9; -7,5; -6581,8; -4658,3; -4736,1
"081 Fællesudgifter "; -0,6; -0,5; -0,5; -0,5; -0,5; -0,5
"0811 Centralstyrelsen "; -0,6; -0,5; -0,5; -0,5; -0,5; -0,5
"081102 Renter "; -0,6; -0,5; -0,5; -0,5; -0,5; -0,5
"08110210 Renter "; -0,6; -0,5; -0,5; -0,5; -0,5; -0,5
"083 Erhvervsfremme og boligforhold "; 0,0; -27,0; -5,0; -7,0; -12,0; -27,0
"0836 Afvikling af ophørte ordninger m.v. "; 0,0; -27,0; -5,0; -7,0; -12,0; -27,0
"083606 Afvikling af Investeringsfonden Vækstmarkeder "; 0,0; -27,0; -5,0; -7,0; -12,0; -27,0
"08360610 Afvik Investeringsfonden for Vækstmarkeder "; 0,0; -27,0; -5,0; -7,0; -12,0; -27,0
"086 Energi "; -3327,6; -7196,4; 0,0; -6572,3; -4643,8; -4706,6
"0863 Efterforskning og indvinding af energi m.m. "; -3327,6; -7196,4; 0,0; -6572,3; -4643,8; -4706,6
"086301 Koncessionsafgifter m.v. "; -2180,8; -2065,0; 0,0; -1,3; -0,8; -0,6
"08630110 Koncessionsafgifter m.v. "; -2180,8; -2065,0; 0,0; -1,3; -0,8; -0,6
"086302 Olierørledningsafgift m.v. "; -1142,1; -1225,0; 0,0; -1366,0; -1038,0; -1051,0
"08630210 Olierørledningsafgift "; -891,5; -935,0; 0,0; -1151,0; -888,0; -906,0
"08630220 Dispensationsafgift "; -250,6; -290,0; 0,0; -215,0; -150,0; -145,0
"086303 Gebyrindtægter i forbindelse med udbudsrunder "; 0,0; -1,5; 0,0; 0,0; 0,0; 0,0
"08630310 Gebyrindtægter i forbindelse med udbudsrunder"; 0,0; -1,5; 0,0; 0,0; 0,0; 0,0
"086304 Overskudsdeling ved statsdelt. i Nordsøaktiv. "; 0,0; -3900,0; 0,0; -5200,0; -3600,0; -3650,0
"08630410 Overskudsdeling m.v. "; 0,0; -3900,0; 0,0; -5200,0; -3600,0; -3650,0
"086310 Koncessionsafgift fra Dansk Salt A/S "; -4,8; -4,9; 0,0; -5,0; -5,0; -5,0
"08631010 Koncessionsafgift fra Dansk Salt A/S "; -4,8; -4,9; 0,0; -5,0; -5,0; -5,0
"087 Søfart "; -2,0; -2,0; -2,0; -2,0; -2,0; -2,0
"0871 Fællesudgifter "; -2,0; -2,0; -2,0; -2,0; -2,0; -2,0
"087103 Registreringsafgift for fritidsfartøjer "; -2,0; -2,0; -2,0; -2,0; -2,0; -2,0
"08710310 Registreringsafgift for fritidsfartøjer "; -2,0; -2,0; -2,0; -2,0; -2,0; -2,0
"09 Skatteministeriet "; -123,0; -138,3; -143,5; -143,5; -143,5; -143,5
"091 Fællesudgifter "; -35,8; -34,3; -35,5; -35,5; -35,5; -35,5
"0911 Centralstyrelsen "; -35,8; -34,3; -35,5; -35,5; -35,5; -35,5
"091121 Klagegebyr "; -1,6; -1,5; -1,5; -1,5; -1,5; -1,5
"09112110 Klagegebyr "; -1,6; -1,5; -1,5; -1,5; -1,5; -1,5
"091141 Det Danske Klasselotteri A/S "; -23,0; -19,8; -23,0; -23,0; -23,0; -23,0
"09114110 Betaling for ret til at drive klasselotteri "; -23,0; -19,8; -23,0; -23,0; -23,0; -23,0
"091161 Renter "; -11,3; -13,0; -11,0; -11,0; -11,0; -11,0
"09116110 Renter "; -1,7; -4,0; -2,0; -2,0; -2,0; -2,0
"09116130 Renteindtægter og udbytter "; -9,6; -9,0; -9,0; -9,0; -9,0; -9,0
"092 Forvaltning "; -87,2; -104,0; -108,0; -108,0; -108,0; -108,0
"0921 Skatte- og afgiftsforvaltning "; -87,2; -104,0; -108,0; -108,0; -108,0; -108,0
"092103 Gebyrer, retsafgifter m.v. "; -87,2; -104,0; -108,0; -108,0; -108,0; -108,0
"09210310 Bøder, konfiskation, gebyrer "; -60,4; -75,0; -75,0; -75,0; -75,0; -75,0
"09210320 Gebyrer og formålsbestemte afgifter "; -11,7; -17,0; -17,0; -17,0; -17,0; -17,0
"09210330 Gebyrer på spilleområdet "; -15,1; -12,0; -16,0; -16,0; -16,0; -16,0
"11 Justitsministeriet "; -2566,0; -2625,0; -2555,0; -2555,0; -2555,0; -2555,0
"112 Politivæsenet "; -1824,9; -1880,0; -1880,0; -1880,0; -1880,0; -1880,0
"1123 Politi "; -1824,9; -1880,0; -1880,0; -1880,0; -1880,0; -1880,0
"112302 Bøder, park.afg., salg af pas, køreprøv. m.v. "; -1747,2; -1810,0; -1810,0; -1810,0; -1810,0; -1810,0
"11230210 Bøder, konfiskationer og gebyrer "; -1747,2; -1810,0; -1810,0; -1810,0; -1810,0; -1810,0
"112307 Kommunal parkeringskontrol "; -77,7; -70,0; -70,0; -70,0; -70,0; -70,0
"11230710 Parkeringskontrol "; -77,7; -70,0; -70,0; -70,0; -70,0; -70,0
"114 Retsvæsenet "; -741,2; -745,0; -675,0; -675,0; -675,0; -675,0
"1143 Sagsindtægter "; -741,2; -745,0; -675,0; -675,0; -675,0; -675,0
"114301 Retsafgifter mv. "; -470,6; -495,0; -425,0; -425,0; -425,0; -425,0
"11430110 Retsafgifter m.v. "; -470,6; -495,0; -425,0; -425,0; -425,0; -425,0
"114302 Indtægter ved EDB i tinglysningen "; -270,6; -250,0; -250,0; -250,0; -250,0; -250,0
"11430250 EDB i tinglysningen "; -270,6; -250,0; -250,0; -250,0; -250,0; -250,0
"12 Forsvarsministeriet "; -26,7; -23,7; -20,0; -20,0; -20,0; -20,0
"122 Militært forsvar "; -26,7; -23,7; -20,0; -20,0; -20,0; -20,0
"1221 Forsvarskommandoen og Hjemmeværnet "; -26,7; -23,7; -20,0; -20,0; -20,0; -20,0
"122109 Isafgifter fra skibe og havne "; -26,6; -23,7; -20,0; -20,0; -20,0; -20,0
"12210910 Isafgifter fra skibe og havne "; -26,6; -23,7; -20,0; -20,0; -20,0; -20,0
"122110 Administrative bøder "; -0,1; 0,0; 0,0; 0,0; 0,0; 0,0
"12211010 Administrative bøder "; -0,1; 0,0; 0,0; 0,0; 0,0; 0,0
"16 Indenrigs- og Sundhedsministeriet "; -11,1; -9,8; -10,6; -10,6; -10,6; -10,6
"161 Fællesudgifter "; -11,1; -9,8; -10,6; -10,6; -10,6; -10,6
"1611 Centralstyrelsen "; -0,3; -0,1; -0,1; -0,1; -0,1; -0,1
"161175 Renteindtægter og renteudgifter "; -0,3; -0,1; -0,1; -0,1; -0,1; -0,1
"16117510 Renteudg. og renteindt. af div. tilg.hav. "; -0,3; -0,1; -0,1; -0,1; -0,1; -0,1
"1613 Statsamterne "; -10,8; -9,7; -10,5; -10,5; -10,5; -10,5
"161305 Gebyrordninger for statsamterne "; -10,8; -9,7; -10,5; -10,5; -10,5; -10,5
"16130510 Gebyr f. skilsmissebev. og navnebeviser "; -10,8; -9,7; -10,5; -10,5; -10,5; -10,5
"17 Beskæftigelsesministeriet "; -100,4; -100,8; -107,4; -107,4; -107,4; -107,4
"171 Fællesudgifter "; -3,6; -1,5; -1,5; -1,5; -1,5; -1,5
"1719 Øvrige fællesudgifter "; -3,6; -1,5; -1,5; -1,5; -1,5; -1,5
"171938 Renter "; -3,6; -1,5; -1,5; -1,5; -1,5; -1,5
"17193810 Arbejdsløshedskasser "; -1,7; -1,0; -1,0; -1,0; -1,0; -1,0
"17193820 Øvrige ministerområde "; -1,9; -0,5; -0,5; -0,5; -0,5; -0,5
"172 Arbejdsmiljø "; -96,8; -99,3; -105,9; -105,9; -105,9; -105,9
"1722 Arbejdsmarkedets parters arbejdsmiljøindsats "; -96,8; -99,3; -105,9; -105,9; -105,9; -105,9
"172201 Partsindsatsen, jf. # 68 i arbejdsmiljøloven "; -82,0; -82,5; -97,9; -97,9; -97,9; -97,9
"17220110 45 mio.kr. bidraget, jf. # 68, (arb.miljølov)"; -45,0; -45,0; -45,0; -45,0; -45,0; -45,0
"17220120 2%-bidraget, jf. # 68, stk. 3 (arb.miljølov) "; -35,6; -36,1; -51,5; -51,5; -51,5; -51,5
"17220130 Beskæft.min. bidrag, jf. #68, (arb.m.lov) "; -1,4; -1,4; -1,4; -1,4; -1,4; -1,4
"172210 Arbejdsmiljørådets Service Center "; -14,8; -16,8; 0,0; 0,0; 0,0; 0,0
"17221010 Almindelig virksomhed "; -12,3; -13,2; 0,0; 0,0; 0,0; 0,0
"17221090 Indtægtsdækket virksomhed "; -2,5; -3,6; 0,0; 0,0; 0,0; 0,0
"172214 Videncenter "; 0,0; 0,0; -8,0; -8,0; -8,0; -8,0
"17221410 Videncenter "; 0,0; 0,0; -6,0; -6,0; -6,0; -6,0
"17221490 Indtægtsdækket virksomhed "; 0,0; 0,0; -2,0; -2,0; -2,0; -2,0
"19 Videnskabsministeriet "; -285,0; -408,9; -410,6; -411,7; -412,7; -413,8
"196 IT-, Tele- og Oplysningsområdet "; -285,0; -408,9; -410,6; -411,7; -412,7; -413,8
"1963 Udlån og kapitalindtægter "; -285,0; -408,9; -410,6; -411,7; -412,7; -413,8
"196303 3G-auktion "; -285,0; -285,0; -285,0; -285,0; -285,0; -285,0
"19630310 3G-auktion "; -285,0; -285,0; -285,0; -285,0; -285,0; -285,0
"196304 Frekvens- og nummerafgifter "; 0,0; -123,9; -125,6; -126,7; -127,7; -128,8
"19630410 Frekvens- og nummerafgifter "; 0,0; -123,9; -125,6; -126,7; -127,7; -128,8
"20 Undervisningsministeriet "; -25,7; -30,5; -174,2; -28,7; -28,2; -27,7
"201 Administration m.m. "; -0,2; -0,5; -0,4; -0,4; -0,4; -0,4
"2011 Centralstyrelsen "; -0,2; -0,5; -0,4; -0,4; -0,4; -0,4
"201137 Renter "; -0,2; -0,5; -0,4; -0,4; -0,4; -0,4
"20113710 Renteindtægt af likvide beholdninger "; 0,0; -0,1; -0,1; -0,1; -0,1; -0,1
"20113720 Diverse gældsforpligtelser "; -0,2; -0,4; -0,3; -0,3; -0,3; -0,3
"201179 Reserver og budgetregulering "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"20117943 Indtægter ved indfrielse af statslån "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"208 Tværgående og internationale aktiviteter "; 0,0; 0,0; -145,0; 0,0; 0,0; 0,0
"2086 Tværgående bevillinger til lån "; 0,0; 0,0; -145,0; 0,0; 0,0; 0,0
"208602 Tværgående byggebevillinger "; 0,0; 0,0; -145,0; 0,0; 0,0; 0,0
"20860240 Indtægter ved indfrielse af statslån "; 0,0; 0,0; -145,0; 0,0; 0,0; 0,0
"209 Støtteordninger m.v. "; -25,4; -30,0; -28,8; -28,3; -27,8; -27,3
"2091 Statens uddannelsesstøtte "; -25,4; -25,5; -22,5; -22,0; -21,5; -21,0
"209113 Forrentning af øvrig lånevirksomhed "; -25,4; -25,5; -22,5; -22,0; -21,5; -21,0
"20911310 Renter af statslån og for meget udbetalt støt"; -9,2; 0,0; 0,0; 0,0; 0,0; 0,0
"20911315 Renter af statslån (adm. af Økonomistyrelsen)"; -16,3; -25,5; -22,5; -22,0; -21,5; -21,0
"2093 Støtteordninger for voksne "; 0,0; -4,5; -6,3; -6,3; -6,3; -6,3
"209329 ATP-bidrag for modtagere af VEU-godtgørelse "; 0,0; -4,5; -6,3; -6,3; -6,3; -6,3
"20932920 Bidrag fra a-kasser "; 0,0; -2,2; -3,0; -3,0; -3,0; -3,0
"20932930 Indbetaling fra arbejdsgivere "; 0,0; -2,3; -3,3; -3,3; -3,3; -3,3
"21 Kulturministeriet "; -76,5; -76,5; -76,5; -76,5; -76,5; -76,5
"218 Radio og tv "; -76,5; -76,5; -76,5; -76,5; -76,5; -76,5
