"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2011";"2012";"2013";"2014";"2015";"2016" 
"06 Udenrigsministeriet "; -599,8; -328,0; -300,0; -125,0; -175,0; -150,0
"061 Udenrigstjenesten mv. "; -599,8; -328,0; -300,0; -125,0; -175,0; -150,0
"0611 Udenrigstjenesten mv. "; -599,8; -328,0; -300,0; -125,0; -175,0; -150,0
"061106 Renteindtægt af diverse tilgodehavender "; -24,8; -28,0; -25,0; -25,0; -25,0; -25,0
"06110610 Renteindtægt af diverse tilgodehavender "; -24,8; -28,0; -25,0; -25,0; -25,0; -25,0
"061121 Udlodninger fra IØ og IFU "; -575,0; -300,0; -275,0; -100,0; -150,0; -125,0
"06112110 Udlodninger fra IØ og IFU "; -575,0; -300,0; -275,0; -100,0; -150,0; -125,0
"07 Finansministeriet "; -2296,1; -2300,1; -1572,3; -1572,3; -1572,3; -1572,3
"071 Offentlig økonomi "; -2296,1; -2300,1; -1572,3; -1572,3; -1572,3; -1572,3
"0715 Statslige selskaber "; -2296,1; -2300,1; -1572,3; -1572,3; -1572,3; -1572,3
"071501 Udbytte fra statslige selskaber "; -2289,4; -2300,1; -1539,3; -1539,3; -1539,3; -1539,3
"07150110 Udbytte mv. "; -2289,4; -2300,1; -1539,3; -1539,3; -1539,3; -1539,3
"071502 Salgsindtægter "; -6,7; 0,0; 0,0; 0,0; 0,0; 0,0
"07150260 Salg af aktier i Max Bank A/S "; -5,6; 0,0; 0,0; 0,0; 0,0; 0,0
"07150270 Mindre aktiedispositioner mv. "; -1,1; 0,0; 0,0; 0,0; 0,0; 0,0
"071505 Indt. fra Danske Spils overskud i Grønland "; 0,0; 0,0; -33,0; -33,0; -33,0; -33,0
"07150510 Indt. fra Danske Spils overskud fra Grønland "; 0,0; 0,0; -33,0; -33,0; -33,0; -33,0
"08 Erhvervs- og Vækstministeriet "; -6697,6; -1591,4; -3621,8; -585,7; -485,7; -485,7
"082 Erhvervsregulering "; -6696,7; -1590,3; -3616,2; -580,1; -480,1; -480,1
"0821 Erhvervsreg. og forbrugerbeskyttelse "; -503,0; -290,3; -380,1; -380,1; -380,1; -380,1
"082126 Frekvensauktioner "; -354,0; -140,3; -215,9; -215,9; -215,9; -215,9
"08212610 3G-auktion "; -253,7; -40,0; -40,5; -40,5; -40,5; -40,5
"08212620 2,5 GHz-auktion "; -100,3; -100,3; -101,5; -101,5; -101,5; -101,5
"08212640 800 MHz-auktion "; 0,0; 0,0; -73,9; -73,9; -73,9; -73,9
"082127 Frekvens- og nummerafgifter "; -149,0; -150,0; -164,2; -164,2; -164,2; -164,2
"08212710 Frekvens- og nummerafgifter "; -149,0; -150,0; -164,2; -164,2; -164,2; -164,2
"0823 Finansielt tilsyn "; -6193,6; -1300,0; -300,0; -200,0; -100,0; -100,0
"082306 Indtægter fra Bankpakken og Kreditpakken "; -6193,6; -1300,0; -300,0; -200,0; -100,0; -100,0
"08230610 Udbytte fra Finansiel Stabilitet A/S "; -4600,0; 0,0; 0,0; 0,0; 0,0; 0,0
"08230615 Provision af individuelle garantier "; -1593,6; -1300,0; -300,0; -200,0; -100,0; -100,0
"0825 Nordsøfonden mv. "; 0,0; 0,0; -2936,1; 0,0; 0,0; 0,0
"082503 Udbytte fra Nordsøfonden "; 0,0; 0,0; -2936,1; 0,0; 0,0; 0,0
"08250310 Udbytte "; 0,0; 0,0; -2936,1; 0,0; 0,0; 0,0
"087 Søfart "; -0,9; -1,1; -5,6; -5,6; -5,6; -5,6
"0871 Søfart "; -0,9; -1,1; -5,6; -5,6; -5,6; -5,6
"087103 Registreringsafgift for skibe "; -0,9; -1,1; -5,6; -5,6; -5,6; -5,6
"08710310 Registreringsafgift for fritidsfartøjer "; -0,8; -1,1; -0,1; 0,0; 0,0; 0,0
"08710320 Gebyr ifm. udskrifter fra Skibsregisteret "; -0,1; 0,0; -0,1; -0,1; -0,1; -0,1
"08710330 Registreringsafgift for skibe "; 0,0; 0,0; -5,4; -5,5; -5,5; -5,5
"09 Skatteministeriet "; -1425,2; -1313,5; -1399,4; -1409,4; -1419,4; -1429,4
"091 Fællesudgifter "; -18,0; -17,0; -18,4; -18,4; -18,4; -18,4
"0911 Centralstyrelsen "; -18,0; -17,0; -18,4; -18,4; -18,4; -18,4
"091121 Klagegebyr "; -1,4; -1,0; -1,2; -1,2; -1,2; -1,2
"09112110 Klagegebyr "; -1,4; -1,0; -1,2; -1,2; -1,2; -1,2
"091161 Renter "; -16,7; -16,0; -17,2; -17,2; -17,2; -17,2
"09116110 Renter "; -0,1; -1,0; -0,2; -0,2; -0,2; -0,2
