"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2007";"2008";"2009";"2010";"2011";"2012" 
"06 Udenrigsministeriet "; -526,2; -828,0; -378,0; -28,0; -228,0; -228,0
"061 Udenrigstjenesten m.v. "; -526,2; -828,0; -378,0; -28,0; -228,0; -228,0
"0611 Udenrigstjenesten "; -526,2; -828,0; -378,0; -28,0; -228,0; -228,0
"061106 Renteindtægt af diverse tilgodehavender "; -26,2; -28,0; -28,0; -28,0; -28,0; -28,0
"06110610 Renteindtægt af diverse tilgodehavender "; -26,2; -28,0; -28,0; -28,0; -28,0; -28,0
"061121 Udlodninger fra IØ og IFU "; -500,0; -800,0; -350,0; 0,0; -200,0; -200,0
"06112110 Udlodninger fra IØ og IFU "; -500,0; -800,0; -350,0; 0,0; -200,0; -200,0
"07 Finansministeriet "; -2015,0; -1479,0; -2045,0; -1797,0; -1797,0; -1797,0
"071 Offentlig økonomi "; -2015,0; -1479,0; -2045,0; -1797,0; -1797,0; -1797,0
"0711 Centralstyrelsen "; 0,0; 0,0; -248,0; 0,0; 0,0; 0,0
"071128 Overf. midler fra Fiskeribankens nedlæggelse "; 0,0; 0,0; -248,0; 0,0; 0,0; 0,0
"07112810 Overf. midler fra Fiskeribankens nedlæggelse "; 0,0; 0,0; -248,0; 0,0; 0,0; 0,0
"0715 Statslige selskaber "; -2015,0; -1479,0; -1797,0; -1797,0; -1797,0; -1797,0
"071501 Udbytte fra statslige selskaber "; -2015,0; -1479,0; -1797,0; -1797,0; -1797,0; -1797,0
"07150110 Udbytte mv. "; -2015,0; -1479,0; -1797,0; -1797,0; -1797,0; -1797,0
"08 Økonomi- og Erhvervsministeriet "; -69,4; -54,0; -26,0; -12,0; -2,0; -2,0
"081 Fællesudgifter "; -0,7; 0,0; 0,0; 0,0; 0,0; 0,0
"0811 Centralstyrelsen "; -0,7; 0,0; 0,0; 0,0; 0,0; 0,0
"081102 Renter "; -0,7; 0,0; 0,0; 0,0; 0,0; 0,0
"08110210 Renter "; -0,7; 0,0; 0,0; 0,0; 0,0; 0,0
"083 Erhvervsfremme og byggeri "; -67,0; -52,0; -24,0; -10,0; 0,0; 0,0
"0836 Afvikling af ophørte ordninger m.v. "; -67,0; -52,0; -24,0; -10,0; 0,0; 0,0
"083606 Afvikling af Investeringsfonden Vækstmarkeder "; -67,0; -52,0; -24,0; -10,0; 0,0; 0,0
"08360610 Afvik Investeringsfonden for Vækstmarkeder "; -67,0; -52,0; -24,0; -10,0; 0,0; 0,0
"087 Søfart "; -1,6; -2,0; -2,0; -2,0; -2,0; -2,0
"0871 Søfart "; -1,6; -2,0; -2,0; -2,0; -2,0; -2,0
"087103 Registreringsafgift for fritidsfartøjer "; -1,6; -2,0; -2,0; -2,0; -2,0; -2,0
"08710310 Registreringsafgift for fritidsfartøjer "; -1,6; -2,0; -1,9; -1,9; -1,9; -1,9
"08710320 Gebyr ifm. udskrifter fra Skibsregisteret "; 0,0; 0,0; -0,1; -0,1; -0,1; -0,1
"09 Skatteministeriet "; -340,4; -1110,5; -1122,9; -1103,0; -1103,0; -1103,0
"091 Fællesudgifter "; -48,9; -47,5; -45,9; -46,0; -46,0; -46,0
"0911 Centralstyrelsen "; -48,9; -47,5; -45,9; -46,0; -46,0; -46,0
"091121 Klagegebyr "; -0,6; -1,5; -0,9; -1,0; -1,0; -1,0
"09112110 Klagegebyr "; -0,6; -1,5; -0,9; -1,0; -1,0; -1,0
"091141 Det Danske Klasselotteri A/S "; -35,3; -35,0; -35,0; -35,0; -35,0; -35,0
"09114110 Betaling for ret til at drive klasselotteri "; -35,3; -35,0; -35,0; -35,0; -35,0; -35,0
"091161 Renter "; -13,0; -11,0; -10,0; -10,0; -10,0; -10,0
"09116110 Renter "; -3,3; -2,0; 0,0; 0,0; 0,0; 0,0
"09116130 Renteindtægter og udbytter "; -9,7; -9,0; -10,0; -10,0; -10,0; -10,0
"092 Forvaltning "; -291,5; -1063,0; -1077,0; -1057,0; -1057,0; -1057,0
"0921 Skatte- og afgiftsforvaltning "; -291,5; -1063,0; -1077,0; -1057,0; -1057,0; -1057,0
"092103 Gebyrer, retsafgifter mv. "; -291,5; -1063,0; -1077,0; -1057,0; -1057,0; -1057,0
"09210310 Bøder, konfiskation, gebyrer "; -57,0; -70,0; -65,0; -65,0; -65,0; -65,0
"09210320 Gebyrer og formålsbestemte afgifter "; -20,8; -12,0; -10,0; -10,0; -10,0; -10,0
"09210330 Gebyrer på spilleområdet "; -22,0; -21,0; -22,0; -22,0; -22,0; -22,0
"09210340 Gebyrer på motorområdet "; 0,0; -790,0; -780,0; -760,0; -760,0; -760,0
"09210350 Gebyrer på inddrivelsesområdet "; -191,6; -170,0; -200,0; -200,0; -200,0; -200,0
"11 Justitsministeriet "; -2825,8; -2245,0; -2245,0; -2245,0; -2245,0; -2245,0
"112 Politivæsenet "; -2146,1; -1570,0; -1570,0; -1570,0; -1570,0; -1570,0
"1123 Politi "; -2146,1; -1570,0; -1570,0; -1570,0; -1570,0; -1570,0
"112302 Bøder, park.afg., kørekort mv. "; -2039,4; -1480,0; -1480,0; -1480,0; -1480,0; -1480,0
"11230210 Bøder, konfiskationer og gebyrer "; -2039,4; -1480,0; -1480,0; -1480,0; -1480,0; -1480,0
"112307 Kommunal parkeringskontrol "; -106,7; -90,0; -90,0; -90,0; -90,0; -90,0
"11230710 Parkeringskontrol "; -106,7; -90,0; -90,0; -90,0; -90,0; -90,0
"114 Retsvæsenet "; -679,7; -675,0; -675,0; -675,0; -675,0; -675,0
"1143 Sagsindtægter "; -679,7; -675,0; -675,0; -675,0; -675,0; -675,0
"114301 Retsafgifter mv. "; -409,2; -425,0; -425,0; -425,0; -425,0; -425,0
"11430110 Retsafgifter mv. "; -409,2; -425,0; -425,0; -425,0; -425,0; -425,0
"114302 Indtægter ved EDB i tinglysningen "; -270,5; -250,0; -250,0; -250,0; -250,0; -250,0
"11430250 EDB i tinglysningen "; -270,5; -250,0; -250,0; -250,0; -250,0; -250,0
"12 Forsvarsministeriet "; -20,1; -20,1; -17,9; -17,9; -17,9; -17,9
"122 Militært forsvar "; -20,1; -20,1; -17,9; -17,9; -17,9; -17,9
"1221 Forsvarskommandoen og Hjemmeværnet "; -20,1; -20,1; -17,9; -17,9; -17,9; -17,9
"122109 Isafgifter fra skibe og havne "; -20,0; -20,1; -17,9; -17,9; -17,9; -17,9
"12210910 Isafgifter fra skibe og havne "; -20,0; -20,1; -17,9; -17,9; -17,9; -17,9
"122110 Administrative bøder "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"12211010 Administrative bøder "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"15 Indenrigs- og Socialministeriet "; -7,5; -7,9; -7,9; -7,9; -7,9; -7,9
"151 Fællesudgifter "; -7,5; -7,9; -7,9; -7,9; -7,9; -7,9
"1517 Regional statsforvaltning "; -7,5; -7,9; -7,9; -7,9; -7,9; -7,9
"151705 Gebyrordninger for statsforvaltningerne "; -7,5; -7,9; -7,9; -7,9; -7,9; -7,9
"15170510 Gebyr for skilsmissebevillinger m.v. "; -7,5; -7,9; -7,9; -7,9; -7,9; -7,9
"17 Beskæftigelsesministeriet "; -13522,1; -13967,3; -14449,0; -14527,2; -14519,4; -14519,3
"171 Fællesudgifter "; -18,9; -8,6; -9,5; -9,5; -9,5; -9,5
"1719 Øvrige fællesudgifter "; -18,9; -8,6; -9,5; -9,5; -9,5; -9,5
"171938 Renter "; -18,9; -8,6; -9,5; -9,5; -9,5; -9,5
"17193810 Arbejdsløshedskasser "; -7,1; -5,0; -5,0; -5,0; -5,0; -5,0
"17193820 Øvrige ministerområde "; -11,8; -3,6; -4,5; -4,5; -4,5; -4,5
"172 Arbejdsmiljø "; -125,5; -101,9; -109,8; -109,8; -109,8; -109,8
"1722 Arbejdsmarkedets parters arbejdsmiljøindsats "; -125,5; -101,9; -109,8; -109,8; -109,8; -109,8
"172201 Partsindsatsen, jf. # 68 i arbejdsmiljøloven "; -112,4; -93,8; -99,8; -99,8; -99,8; -99,8
"17220110 45 mio.kr. bidraget, jf. # 68, (arb.miljølov)"; -45,0; -45,0; -45,0; -45,0; -45,0; -45,0
"17220120 2%-bidraget, jf. # 68, stk. 3 (arb.miljølov) "; -66,0; -47,4; -53,4; -53,4; -53,4; -53,4
"17220130 Beskæft.min. bidrag, jf. #68, (arb.m.lov) "; -1,4; -1,4; -1,4; -1,4; -1,4; -1,4
"172212 Sekretariat for Arbejdsmiljørådet "; -3,3; 0,0; 0,0; 0,0; 0,0; 0,0
"17221210 Sekretariat for Arbejdsmiljørådet "; -3,3; 0,0; 0,0; 0,0; 0,0; 0,0
"172214 Videncenter "; -9,8; -8,1; -10,0; -10,0; -10,0; -10,0
"17221410 Videncenter "; -6,2; -6,1; -6,0; -6,0; -6,0; -6,0
"17221490 Indtægtsdækket virksomhed "; -3,6; -2,0; -4,0; -4,0; -4,0; -4,0
