"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2014";"2015";"2016";"2017";"2018";"2019" 
"06 Udenrigsministeriet "; -141,4; -160,0; -85,0; -160,0; -85,0; -20,0
"061 Udenrigstjenesten mv. "; -141,4; -160,0; -85,0; -160,0; -85,0; -20,0
"0611 Udenrigstjenesten mv. "; -141,4; -160,0; -85,0; -160,0; -85,0; -20,0
"061106 Renteindtægt af diverse tilgodehavender "; -16,4; -10,0; -10,0; -10,0; -10,0; -10,0
"06110610 Renteindtægt af diverse tilgodehavender "; -16,4; -10,0; -10,0; -10,0; -10,0; -10,0
"061121 Udlodninger fra IØ og IFU "; -125,0; -150,0; -75,0; -150,0; -75,0; -10,0
"06112110 Udlodninger fra IØ og IFU "; -125,0; -150,0; -75,0; -150,0; -75,0; -10,0
"07 Finansministeriet "; -759,7; -759,2; -1038,5; -1038,5; -1038,5; -1038,5
"071 Offentlig økonomi "; -759,7; -759,2; -1038,5; -1038,5; -1038,5; -1038,5
"0715 Statslige selskaber "; -759,7; -759,2; -1038,5; -1038,5; -1038,5; -1038,5
"071501 Udbytte fra statslige selskaber "; -730,4; -730,0; -1011,5; -1011,5; -1011,5; -1011,5
"07150110 Udbytte mv. "; -730,4; -730,0; -1011,5; -1011,5; -1011,5; -1011,5
"071505 Indt. fra Danske Spils overskud i Grønland "; -29,2; -29,2; -27,0; -27,0; -27,0; -27,0
"07150510 Indt. fra Danske Spils overskud fra Grønland "; -29,2; -29,2; -27,0; -27,0; -27,0; -27,0
"08 Erhvervs- og Vækstministeriet "; -1673,0; -433,8; -822,1; -222,4; -1533,4; -668,3
"082 Erhvervsregulering "; -1672,2; -431,3; -821,1; -221,4; -1532,4; -667,3
"0823 Finansielt tilsyn "; -72,2; -50,0; 0,0; 0,0; 0,0; 0,0
"082306 Indtægter fra Bankpakken og Kreditpakken "; -72,2; -50,0; 0,0; 0,0; 0,0; 0,0
"08230615 Provision af individuelle garantier "; -72,2; -50,0; 0,0; 0,0; 0,0; 0,0
"0825 Nordsøfonden mv. "; -1600,0; -381,3; -821,1; -221,4; -1532,4; -667,3
"082503 Udbytte fra Nordsøfonden "; -1600,0; -381,3; -821,1; -221,4; -1532,4; -667,3
"08250310 Udbytte "; -1600,0; -381,3; -821,1; -221,4; -1532,4; -667,3
"087 Søfart "; -0,8; -2,5; -1,0; -1,0; -1,0; -1,0
"0871 Søfart "; -0,8; -2,5; -1,0; -1,0; -1,0; -1,0
"087103 Registreringsafgift for skibe "; -0,8; -2,5; -1,0; -1,0; -1,0; -1,0
"08710320 Gebyr ifm. udskrifter fra Skibsregisteret "; -0,1; -0,1; -0,1; -0,1; -0,1; -0,1
"08710330 Registreringsafgift for skibe "; -0,7; -2,4; -0,9; -0,9; -0,9; -0,9
"09 Skatteministeriet "; -1329,4; -1434,5; -1336,4; -1376,4; -1381,4; -1386,4
"091 Fællesudgifter "; -7,2; -11,5; -6,4; -6,4; -6,4; -6,4
"0911 Centralstyrelsen "; -7,2; -11,5; -6,4; -6,4; -6,4; -6,4
"091121 Klagegebyr "; -2,9; -1,5; -2,4; -2,4; -2,4; -2,4
"09112110 Klagegebyr "; -2,9; -1,5; -2,4; -2,4; -2,4; -2,4
"091161 Renter "; -4,2; -10,0; -4,0; -4,0; -4,0; -4,0
"09116110 Renter "; -0,5; 0,0; -0,2; -0,2; -0,2; -0,2
"09116130 Renteindtægter og udbytter "; -3,7; -10,0; -3,8; -3,8; -3,8; -3,8
"092 Forvaltning "; -1322,3; -1423,0; -1330,0; -1370,0; -1375,0; -1380,0
"0921 Skatte- og afgiftsforvaltning "; -996,1; -1073,0; -1025,0; -1060,0; -1060,0; -1060,0
"092103 Gebyrer, retsafgifter mv. "; -996,1; -1073,0; -1025,0; -1060,0; -1060,0; -1060,0
"09210310 Bøder, konfiskation, gebyrer "; -104,8; -25,0; -82,0; -82,0; -82,0; -82,0
"09210320 Gebyrer og formålsbestemte afgifter "; -7,1; -8,0; -8,0; -8,0; -8,0; -8,0
"09210340 Gebyrer på motorområdet "; -810,8; -830,0; -875,0; -875,0; -875,0; -875,0
"09210350 Gebyrer på inddrivelsesområdet "; -73,3; -210,0; -60,0; -95,0; -95,0; -95,0
"0922 Finansforvaltning "; -326,2; -350,0; -305,0; -310,0; -315,0; -320,0
"092215 Personlige fordringer "; -326,2; -350,0; -305,0; -310,0; -315,0; -320,0
"09221530 Personlige fordringer "; -326,2; -350,0; -305,0; -310,0; -315,0; -320,0
"11 Justitsministeriet "; -2708,9; -3230,4; -2940,4; -2938,9; -2940,8; -2940,8
"112 Politiet og anklagemyndigheden mv. "; -2278,9; -2745,4; -2511,9; -2511,9; -2513,8; -2513,8
"1123 Politiet og anklagemyndigheden "; -2278,9; -2745,4; -2511,9; -2511,9; -2513,8; -2513,8
"112302 Bøder, park.afg., kørekort mv. "; -2174,2; -2633,9; -2407,2; -2407,2; -2409,1; -2409,1
"11230210 Bøder, konfiskationer og gebyrer "; -2125,9; -2600,9; -2355,4; -2355,4; -2357,3; -2357,3
"11230220 Offerfonden "; -48,3; -33,0; -51,8; -51,8; -51,8; -51,8
"112307 Kommunal parkeringskontrol "; -104,7; -111,5; -104,7; -104,7; -104,7; -104,7
"11230710 Parkeringskontrol "; -104,7; -111,5; -104,7; -104,7; -104,7; -104,7
"114 Retsvæsenet "; -430,0; -485,0; -428,5; -427,0; -427,0; -427,0
"1143 Sagsindtægter "; -430,0; -485,0; -428,5; -427,0; -427,0; -427,0
"114301 Retsafgifter mv. "; -430,0; -485,0; -428,5; -427,0; -427,0; -427,0
"11430110 Retsafgifter mv. "; -430,0; -485,0; -428,5; -427,0; -427,0; -427,0
"14 Udlændinge-, Integrations-, og Boligmin. "; 0,0; 0,0; -8,7; -8,7; -8,7; -8,7
"147 Ydelser og refusioner vedrørende indvandrere "; 0,0; 0,0; -8,7; -8,7; -8,7; -8,7
"1471 Introduktionsprogram og danskuddannnelse mv. "; 0,0; 0,0; -8,7; -8,7; -8,7; -8,7
"147109 Finansieringsbidrag au pairs "; 0,0; 0,0; -8,7; -8,7; -8,7; -8,7
"14710910 Finansieringsbidrag vedr. au pairs "; 0,0; 0,0; -8,7; -8,7; -8,7; -8,7
"17 Beskæftigelsesministeriet "; -11402,7; -11758,3; -11567,2; -11505,5; -11432,4; -11438,6
"172 Arbejdsmiljø "; -115,1; -106,8; -88,7; -78,7; -78,7; -78,7
"1722 Arbejdsmarkedets parters arbejdsmiljøindsats "; -114,5; -105,8; -87,7; -77,7; -77,7; -77,7
"172201 Partsindsatsen, jf. # 68 i arbejdsmiljøloven "; -108,1; -96,6; -79,2; -69,2; -69,2; -69,2
"17220110 45 mio.kr.-bidraget, jf. # 68, (arb.miljølov)"; -45,0; -45,0; -45,0; -45,0; -45,0; -45,0
"17220120 2 %-bidraget, jf. # 68, stk. 3 (arb.miljølov)"; -61,7; -50,2; -22,8; -22,8; -22,8; -22,8
"17220130 Beskæft.min. bidrag, jf. #68, (arb.m.lov) "; -1,4; -1,4; -11,4; -1,4; -1,4; -1,4
"172212 Sekretariat for Arbejdsmiljørådet "; 0,7; 0,0; 0,0; 0,0; 0,0; 0,0
"17221210 Sekretariat for Arbejdsmiljørådet "; 0,7; 0,0; 0,0; 0,0; 0,0; 0,0
"172214 Videncenter "; -7,2; -9,2; -8,5; -8,5; -8,5; -8,5
"17221410 Videncenter "; -4,3; -5,2; -5,0; -5,0; -5,0; -5,0
"17221490 Indtægtsdækket virksomhed "; -2,9; -4,0; -3,5; -3,5; -3,5; -3,5
"1723 Arbejdsskader og erstatninger "; -0,6; -1,0; -1,0; -1,0; -1,0; -1,0
"172315 Administrative bøder ved mangl. forsikring "; -0,6; -1,0; -1,0; -1,0; -1,0; -1,0
"17231510 Administrative bøder ved mangl. forsikring "; -0,6; -1,0; -1,0; -1,0; -1,0; -1,0
"173 Arbejdsmarkedsrelateret forsørgelse "; -11275,6; -11645,0; -11472,0; -11420,3; -11347,2; -11353,4
"1731 Fællesudgifter "; -11275,6; -11645,0; -11472,0; -11420,3; -11347,2; -11353,4
"173151 Medlemsbidrag fra arbejdsløshedskasser "; -10779,4; -11107,5; -10956,7; -10905,0; -10831,9; -10838,1
"17315110 Medlemsbidrag fra arbejdsløshedskasser "; -10779,4; -11107,5; -10956,7; -10905,0; -10831,9; -10838,1
"173155 Forsikringsordninger vedrørende sygedagpenge "; -496,2; -537,5; -515,3; -515,3; -515,3; -515,3
"17315510 Bidrag fra frivilligt forsikrede "; -136,7; -157,2; -164,0; -164,0; -164,0; -164,0
"17315520 Bidrag fra forsikrede mindre arbejdsgivere "; -359,5; -380,3; -351,3; -351,3; -351,3; -351,3
"174 Arbejdsmarkedsservice "; -12,0; -6,5; -6,5; -6,5; -6,5; -6,5
"1741 Fællesudgifter "; -12,0; -6,5; -6,5; -6,5; -6,5; -6,5
"174141 Renter "; -12,0; -6,5; -6,5; -6,5; -6,5; -6,5
"17414110 Arbejdsløshedskasser "; -10,0; -5,5; -5,5; -5,5; -5,5; -5,5
"17414120 Øvrige ministerområde "; -2,0; -1,0; -1,0; -1,0; -1,0; -1,0
"19 Uddannelses- og Forskningsministeriet "; -24,4; -22,1; -25,1; -25,1; -25,1; -25,1
"198 Støtteordninger "; -24,4; -22,1; -25,1; -25,1; -25,1; -25,1
"1981 Statens uddannelsesstøtte "; -24,4; -22,1; -25,1; -25,1; -25,1; -25,1
"198113 Forrentning af øvrig lånevirksomhed "; -24,4; -22,1; -25,1; -25,1; -25,1; -25,1
"19811315 Renter af statslån "; -24,4; -22,1; -25,1; -25,1; -25,1; -25,1
"20 Min. for Børn, Undervisning og Ligestilling "; -1,9; -1,9; -1,9; -1,9; -1,9; -1,9
"209 Støtteordninger mv. "; -1,9; -1,9; -1,9; -1,9; -1,9; -1,9
"2093 Støtteordninger for voksne "; -1,9; -1,9; -1,9; -1,9; -1,9; -1,9
"209329 ATP-bidrag for modtagere af VEU-godtgørelse "; -1,9; -1,9; -1,9; -1,9; -1,9; -1,9
"20932920 Bidrag fra a-kasser "; -0,7; -0,8; -0,8; -0,8; -0,8; -0,8
"20932930 Indbetaling fra arbejdsgivere "; -1,2; -1,1; -1,1; -1,1; -1,1; -1,1
"24 Miljø- og Fødevareministeriet "; -0,5; -14,4; -20,2; -29,8; -63,5; -65,5
"241 Fællesudgifter "; -0,3; -0,7; -0,7; -0,7; -0,7; -0,7
"2411 Centralstyrelsen "; -0,3; -0,7; -0,7; -0,7; -0,7; -0,7
"241103 Klagesagsgebyrer "; -0,3; -0,7; -0,7; -0,7; -0,7; -0,7
"24110310 Klagesagsgebyr, Natur- og Miljøklagenævnet "; -0,3; -0,7; -0,7; -0,7; -0,7; -0,7
"242 Generelle jordbrugs- og fiskeriforhold mv. "; -0,2; -0,4; -0,4; -0,4; -0,4; -0,4
"2421 Fællesudgifter inden for jordbrug og fiskeri "; -0,2; -0,4; -0,4; -0,4; -0,4; -0,4
"242106 Renter "; -0,2; -0,4; -0,4; -0,4; -0,4; -0,4
"24210610 Renter vedr. jordfordelingsaktiviteter "; 0,0; -0,1; -0,1; -0,1; -0,1; -0,1
"24210630 Renter vedrørende tilskudsforvaltningen "; -0,2; -0,2; -0,2; -0,2; -0,2; -0,2
"24210640 Øvrige renter "; 0,0; -0,1; -0,1; -0,1; -0,1; -0,1
"245 Miljøbeskyttelse "; 0,0; -13,3; -19,1; -28,7; -62,4; -64,4
"2453 Indsamlingsordninger, miljømærkeordninger mv. "; 0,0; -13,3; -19,1; -28,7; -62,4; -64,4
"245308 Indtægtsført pant "; 0,0; -13,3; -19,1; -28,7; -62,4; -64,4
"24530810 Indtægtsført pant "; 0,0; -13,3; -19,1; -28,7; -62,4; -64,4
"28 Transport- og Bygningsministeriet "; -1008,4; -967,5; -971,5; -971,5; -971,5; -971,5
"281 Fællesudgifter "; -951,7; -947,5; -951,5; -951,5; -951,5; -951,5
"2811 Centralstyrelsen "; -951,7; -947,5; -951,5; -951,5; -951,5; -951,5
"281166 Aktieudbytte mv. "; -951,7; -947,5; -951,5; -951,5; -951,5; -951,5
"28116640 Udbytte fra Posten Norden AB "; -41,5; -41,5; -41,5; -41,5; -41,5; -41,5
"28116665 Renteprovision vedr. statsgaranti til DSB "; -10,2; -6,0; -10,0; -10,0; -10,0; -10,0
"28116670 Udbytte fra Sund og Bælt A/S "; -900,0; -900,0; -900,0; -900,0; -900,0; -900,0
"285 Trafik og byggeri mv. "; -32,9; -20,0; -20,0; -20,0; -20,0; -20,0
"2851 Trafik- og Byggestyrelsen "; -32,9; -20,0; -20,0; -20,0; -20,0; -20,0
"285109 Administartive bøder ifm. manglende syn mv. "; -32,9; -20,0; -20,0; -20,0; -20,0; -20,0
"28510910 Administrative bøder "; -32,9; -20,0; -20,0; -20,0; -20,0; -20,0
"287 Bygninger "; -23,7; 0,0; 0,0; 0,0; 0,0; 0,0
"2873 Uddannelses- og forskningsbygninger "; -23,7; 0,0; 0,0; 0,0; 0,0; 0,0
"287304 Udlån vedr. ejendomme "; -23,7; 0,0; 0,0; 0,0; 0,0; 0,0
"28730420 Voldgade, Sønderborg "; -23,7; 0,0; 0,0; 0,0; 0,0; 0,0
"29 Energi-, Forsynings- og Klimaministeriet "; -777,9; -940,0; -1000,2; -1198,9; -1246,1; -1038,2
"292 Energi og forsyning "; -752,9; -918,5; -973,1; -1171,6; -1218,4; -1010,1
"2921 Fællesudgifter "; -363,0; -527,2; -622,6; -820,5; -867,3; -759,3
"292104 Salg af CO2-kvoter "; -358,5; -527,2; -622,6; -820,5; -867,3; -759,3
"29210430 Salg af CO2-kvoter 2013-2020 "; -358,5; -527,2; -622,6; -820,5; -867,3; -759,3
"292106 Salg af CO2-kreditter "; -4,5; 0,0; 0,0; 0,0; 0,0; 0,0
"29210610 Salg af CO2 kreditter (Grønland) "; -4,5; 0,0; 0,0; 0,0; 0,0; 0,0
