"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2013";"2014";"2015";"2016";"2017";"2018" 
"06 Udenrigsministeriet "; -285,5; -135,0; -160,0; -85,0; -160,0; -85,0
"061 Udenrigstjenesten mv. "; -285,5; -135,0; -160,0; -85,0; -160,0; -85,0
"0611 Udenrigstjenesten mv. "; -285,5; -135,0; -160,0; -85,0; -160,0; -85,0
"061106 Renteindtægt af diverse tilgodehavender "; -10,5; -10,0; -10,0; -10,0; -10,0; -10,0
"06110610 Renteindtægt af diverse tilgodehavender "; -10,5; -10,0; -10,0; -10,0; -10,0; -10,0
"061121 Udlodninger fra IØ og IFU "; -275,0; -125,0; -150,0; -75,0; -150,0; -75,0
"06112110 Udlodninger fra IØ og IFU "; -275,0; -125,0; -150,0; -75,0; -150,0; -75,0
"07 Finansministeriet "; -795,1; -804,1; -764,3; -764,3; -764,3; -764,3
"071 Offentlig økonomi "; -795,1; -804,1; -764,3; -764,3; -764,3; -764,3
"0715 Statslige selskaber "; -795,1; -804,1; -764,3; -764,3; -764,3; -764,3
"071501 Udbytte fra statslige selskaber "; -801,6; -777,6; -740,7; -740,7; -740,7; -740,7
"07150110 Udbytte mv. "; -801,6; -777,6; -740,7; -740,7; -740,7; -740,7
"071505 Indt. fra Danske Spils overskud i Grønland "; 6,5; -26,5; -23,6; -23,6; -23,6; -23,6
"07150510 Indt. fra Danske Spils overskud fra Grønland "; 6,5; -26,5; -23,6; -23,6; -23,6; -23,6
"08 Erhvervs- og Vækstministeriet "; -3947,5; -1556,6; -1135,4; -1699,4; -2214,4; -3151,4
"082 Erhvervsregulering "; -3944,4; -1553,6; -1132,9; -1696,9; -2211,9; -3148,9
"0821 Erhvervsreg. og forbrugerbeskyttelse "; -380,1; -383,6; -383,6; -343,6; -343,6; -343,6
"082126 Frekvensauktioner "; -214,2; -214,2; -214,2; -174,2; -174,2; -174,2
"08212610 3G-auktion "; -40,0; -40,0; -40,0; 0,0; 0,0; 0,0
