"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2015";"2016";"2017";"2018";"2019";"2020" 
"06 Udenrigsministeriet "; -107,2; -85,0; -135,0; -159,0; -149,0; -84,0
"061 Udenrigstjenesten mv. "; -107,2; -85,0; -135,0; -159,0; -149,0; -84,0
"0611 Udenrigstjenesten mv. "; -107,2; -85,0; -135,0; -159,0; -149,0; -84,0
"061106 Renteindtægt af diverse tilgodehavender "; -7,2; -10,0; -10,0; -9,0; -9,0; -9,0
"06110610 Renteindtægt af diverse tilgodehavender "; -7,2; -10,0; -10,0; -9,0; -9,0; -9,0
"061121 Udlodninger fra IØ og IFU "; -100,0; -75,0; -125,0; -150,0; -140,0; -75,0
"06112110 Udlodninger fra IØ "; -100,0; -75,0; -75,0; -100,0; -90,0; -25,0
"06112120 Udbytte fra IFU "; 0,0; 0,0; -50,0; -50,0; -50,0; -50,0
"07 Finansministeriet "; -1053,3; -1038,5; -2645,8; -2545,8; -2545,8; -2545,8
"071 Offentlig økonomi "; -1053,3; -1038,5; -2645,8; -2545,8; -2545,8; -2545,8
"0715 Statslige selskaber "; -1053,3; -1038,5; -2645,8; -2545,8; -2545,8; -2545,8
"071501 Udbytte fra statslige selskaber "; -1026,7; -1011,5; -2612,8; -2512,8; -2512,8; -2512,8
"07150110 Udbytte mv. "; -1026,7; -1011,5; -2612,8; -2512,8; -2512,8; -2512,8
"071505 Indt. fra Danske Spils overskud i Grønland "; -26,6; -27,0; -33,0; -33,0; -33,0; -33,0
"07150510 Indt. fra Danske Spils overskud fra Grønland "; -26,6; -27,0; -33,0; -33,0; -33,0; -33,0
"08 Erhvervs- og Vækstministeriet "; -5605,6; -385,5; -1,7; -1,7; -1,7; -1,7
"082 Erhvervsregulering "; -5605,0; -384,5; -0,7; -0,7; -0,7; -0,7
"0821 Erhvervsreg. og forbrugerbeskyttelse "; -0,6; -0,7; -0,7; -0,7; -0,7; -0,7
"082115 NMKN under Nævnenes Hus "; -0,6; -0,7; -0,7; -0,7; -0,7; -0,7
"08211510 Gebyrindtægter fra Natur- og Miljøklagenævnet"; -0,6; -0,7; -0,7; -0,7; -0,7; -0,7
"0823 Finansielt tilsyn "; -5304,4; 0,0; 0,0; 0,0; 0,0; 0,0
"082306 Indtægter fra Bankpakken og Kreditpakken "; -5304,4; 0,0; 0,0; 0,0; 0,0; 0,0
"08230610 Udbytte fra Finansiel Stabilitet "; -5304,4; 0,0; 0,0; 0,0; 0,0; 0,0
"0825 Nordsøfonden mv. "; -300,0; -383,8; 0,0; 0,0; 0,0; 0,0
"082503 Udbytte fra Nordsøfonden "; -300,0; -383,8; 0,0; 0,0; 0,0; 0,0
"08250310 Udbytte "; -300,0; -383,8; 0,0; 0,0; 0,0; 0,0
"087 Søfart "; -0,6; -1,0; -1,0; -1,0; -1,0; -1,0
"0871 Søfart "; -0,6; -1,0; -1,0; -1,0; -1,0; -1,0
"087103 Registreringsafgift for skibe "; -0,6; -1,0; -1,0; -1,0; -1,0; -1,0
