"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2012";"2013";"2014";"2015";"2016";"2017" 
"01 Dronningen "; 76,1; 72,1; 72,3; 72,3; 72,3; 72,3
"011 Statsydelse "; 76,1; 72,1; 72,3; 72,3; 72,3; 72,3
"0111 Statsydelse "; 76,1; 72,1; 72,3; 72,3; 72,3; 72,3
"011101 Statsydelse "; 76,1; 72,1; 72,3; 72,3; 72,3; 72,3
"01110110 Almindelig virksomhed "; 76,1; 72,1; 72,3; 72,3; 72,3; 72,3
"02 Medlemmer af det kongelige hus m.fl. "; 25,8; 24,7; 24,8; 24,8; 24,8; 24,8
"021 Årpenge mv. "; 25,8; 24,7; 24,8; 24,8; 24,8; 24,8
"0211 Årpenge mv. "; 25,8; 24,7; 24,8; 24,8; 24,8; 24,8
"021101 Årpenge mv. "; 25,8; 24,7; 24,8; 24,8; 24,8; 24,8
"02110110 Almindelig virksomhed "; 25,8; 24,7; 24,8; 24,8; 24,8; 24,8
"03 Folketinget "; 1027,6; 1034,9; 1022,9; 1026,2; 1025,7; 1025,7
"031 Udgifter ved Folketinget "; 677,8; 682,5; 663,5; 668,0; 667,3; 667,3
"0311 Folketinget "; 677,8; 682,5; 663,5; 668,0; 667,3; 667,3
"031101 Folketinget "; 378,1; 416,7; 387,9; 402,0; 401,3; 401,3
"03110110 Almindelig virksomhed "; 353,8; 384,7; 359,7; 369,6; 369,6; 369,6
"03110130 Udvalgsarbejde "; 11,7; 15,9; 14,5; 16,7; 16,0; 16,0
"03110140 Interparlamentariske forsamlinger "; 12,7; 16,1; 13,7; 15,7; 15,7; 15,7
"031103 Folketingets medlemmer "; 297,5; 263,4; 264,3; 263,6; 263,6; 263,6
"03110310 Folketingsvederlag og boliggodtgørelse "; 163,0; 131,5; 131,9; 131,2; 131,2; 131,2
"03110320 Befordringsudgifter "; 11,0; 11,1; 11,2; 11,2; 11,2; 11,2
"03110330 Folketingsgruppestøtte "; 123,4; 120,8; 121,2; 121,2; 121,2; 121,2
"031105 Erhvervelse af medlemsboliger "; 0,9; 0,0; 8,9; 0,0; 0,0; 0,0
"03110510 Erhvervelse og ombygning af medlemsboliger "; 0,9; 0,0; 8,9; 0,0; 0,0; 0,0
"031106 Medlemsboliger "; 1,3; 2,4; 2,4; 2,4; 2,4; 2,4
"03110610 Drift af medlemsboliger "; 1,3; 2,4; 2,4; 2,4; 2,4; 2,4
"032 Folketingets Ombudsmand "; 68,4; 64,0; 66,0; 65,3; 66,0; 66,0
"0321 Folketingets Ombudsmand "; 68,4; 64,0; 66,0; 65,3; 66,0; 66,0
"032101 Folketingets Ombudsmand "; 68,4; 64,0; 66,0; 65,3; 66,0; 66,0
"03210110 Almindelig virksomhed "; 68,4; 64,0; 66,0; 65,3; 66,0; 66,0
"033 Statsrevisorerne og Rigsrevisionen "; 204,9; 210,5; 210,6; 210,6; 210,1; 210,1
"0331 Statsrevisorerne og Rigsrevisionen "; 204,9; 210,5; 210,6; 210,6; 210,1; 210,1
"033101 Statsrevisorerne "; 5,6; 5,4; 4,6; 5,1; 5,1; 5,1
"03310110 Almindelig virksomhed "; 5,6; 5,4; 4,6; 5,1; 5,1; 5,1
"033111 Rigsrevisionen "; 199,3; 205,1; 206,0; 205,5; 205,0; 205,0
"03311110 Almindelig virksomhed "; 199,3; 205,1; 206,0; 205,5; 205,0; 205,0
"034 Folketingets pensioner "; 76,6; 77,9; 82,8; 82,3; 82,3; 82,3
"0341 Folketingets pensioner "; 76,6; 77,9; 82,8; 82,3; 82,3; 82,3
"034101 Folketingets pensioner "; 76,6; 77,9; 82,8; 82,3; 82,3; 82,3
"03410110 Folketingets medlemspensioner "; 49,0; 50,9; 53,4; 53,1; 53,1; 53,1
"03410130 Folketingets Administrations pensioner "; 17,0; 17,3; 18,1; 18,1; 18,1; 18,1
"03410140 Folketingets Ombudsmands pensioner "; 0,7; 0,2; 1,3; 1,1; 1,1; 1,1
"03410150 Statsrevisorernes pensioner "; 1,1; 1,2; 1,1; 1,1; 1,1; 1,1
"03410160 Rigsrevisionens pensioner "; 8,7; 8,3; 8,9; 8,9; 8,9; 8,9
"05 Statsministeriet "; 149,4; 142,5; 110,5; 140,7; 139,7; 138,6
"051 Fællesudgifter "; 149,4; 142,5; 110,5; 140,7; 139,7; 138,6
"0511 Centralstyrelsen "; 122,6; 119,8; 89,4; 119,2; 118,4; 117,5
"051101 Departementet "; 93,4; 88,4; 88,9; 87,7; 86,9; 86,0
"05110110 Almindelig virksomhed "; 93,4; 88,4; 88,9; 87,7; 86,9; 86,0
"051103 Vederlag og repræsentationstillæg t. ministre "; 28,8; 30,9; 0,0; 31,0; 31,0; 31,0
"05110310 Almindelig virksomhed "; 0,0; 0,1; 0,0; 0,1; 0,1; 0,1
"05110320 Vederlag til ministre "; 15,0; 15,1; 0,0; 15,2; 15,2; 15,2
"05110330 Eftervederlag til tidligere ministre "; 13,8; 15,7; 0,0; 15,7; 15,7; 15,7
"051105 Tilskud "; 0,5; 0,5; 0,5; 0,5; 0,5; 0,5
"05110520 Nordatlantens Brygge "; 0,5; 0,5; 0,5; 0,5; 0,5; 0,5
"0512 Grønland og Færøerne "; 26,8; 22,7; 21,1; 21,5; 21,3; 21,1
"051203 Rigsombudsmanden i Grønland "; 14,0; 12,2; 10,2; 11,1; 11,0; 10,9
"05120310 Almindelig virksomhed "; 14,0; 12,2; 10,2; 11,1; 11,0; 10,9
"051251 Rigsombudsmanden på Færøerne "; 12,8; 10,5; 10,9; 10,4; 10,3; 10,2
"05125110 Almindelig virksomhed "; 12,8; 10,5; 10,9; 10,4; 10,3; 10,2
"06 Udenrigsministeriet "; 15668,3; 16150,8; 16582,2; 16282,5; 16206,1; 16201,6
"061 Udenrigstjenesten mv. "; 2576,5; 2244,2; 2228,8; 2129,6; 2079,6; 2044,7
"0611 Udenrigstjenesten mv. "; 2576,5; 2244,2; 2228,8; 2129,6; 2079,6; 2044,7
