"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2016";"2017";"2018";"2019";"2020";"2021" 
"01 Dronningen "; 79,1; 81,2; 84,6; 84,6; 84,6; 84,6
"011 Statsydelse "; 79,1; 81,2; 84,6; 84,6; 84,6; 84,6
"0111 Statsydelse "; 79,1; 81,2; 84,6; 84,6; 84,6; 84,6
"011101 Statsydelse "; 79,1; 81,2; 84,6; 84,6; 84,6; 84,6
"01110110 Almindelig virksomhed "; 79,1; 81,2; 84,6; 84,6; 84,6; 84,6
"02 Medlemmer af det kongelige hus m.fl. "; 26,9; 27,6; 28,8; 28,8; 28,8; 28,8
"021 Årpenge mv. "; 26,9; 27,6; 28,8; 28,8; 28,8; 28,8
"0211 Årpenge mv. "; 26,9; 27,6; 28,8; 28,8; 28,8; 28,8
"021101 Årpenge mv. "; 26,9; 27,6; 28,8; 28,8; 28,8; 28,8
"02110110 Almindelig virksomhed "; 26,9; 27,6; 28,8; 28,8; 28,8; 28,8
"03 Folketinget "; 1060,4; 1082,7; 1170,9; 1168,4; 1169,0; 1168,3
"031 Udgifter ved Folketinget "; 675,0; 682,3; 757,3; 756,6; 757,4; 757,1
"0311 Folketinget "; 675,0; 682,3; 757,3; 756,6; 757,4; 757,1
"031101 Folketinget "; 379,0; 406,7; 421,7; 421,0; 421,8; 421,5
"03110110 Almindelig virksomhed "; 354,5; 373,7; 388,3; 387,6; 388,4; 388,1
"03110130 Udvalgsarbejde "; 11,2; 16,4; 16,8; 16,8; 16,8; 16,8
"03110140 Interparlamentariske forsamlinger "; 13,4; 16,6; 16,6; 16,6; 16,6; 16,6
"031103 Folketingets medlemmer "; 294,6; 271,8; 331,7; 331,7; 331,7; 331,7
"03110310 Folketingsvederlag og boliggodtgørelse "; 158,0; 132,0; 136,1; 136,1; 136,1; 136,1
"03110320 Befordringsudgifter "; 9,6; 11,5; 11,7; 11,7; 11,7; 11,7
"03110330 Folketingsgruppestøtte "; 127,0; 128,3; 183,9; 183,9; 183,9; 183,9
"031104 Fhv folketingsmedlemmers efterudd "; 1,0; 0,0; 0,0; 0,0; 0,0; 0,0
"03110410 Efteruddannelse "; 1,0; 0,0; 0,0; 0,0; 0,0; 0,0
"031105 Erhvervelse af medlemsboliger "; -2,4; 0,0; 0,0; 0,0; 0,0; 0,0
"03110510 Erhvervelse og ombygning af medlemsboliger "; -2,4; 0,0; 0,0; 0,0; 0,0; 0,0
"031106 Medlemsboliger "; 2,6; 3,8; 3,9; 3,9; 3,9; 3,9
"03110610 Drift af medlemsboliger "; 2,6; 3,8; 3,9; 3,9; 3,9; 3,9
"032 Folketingets Ombudsmand "; 73,0; 87,3; 87,4; 85,6; 85,4; 85,0
"0321 Folketingets Ombudsmand "; 73,0; 87,3; 87,4; 85,6; 85,4; 85,0
"032101 Folketingets Ombudsmand "; 73,0; 87,3; 87,4; 85,6; 85,4; 85,0
"03210110 Almindelig virksomhed "; 70,7; 82,6; 84,7; 84,7; 84,5; 84,1
"03210197 Anden tilskudsfinansieret virksomhed "; 2,3; 4,7; 2,7; 0,9; 0,9; 0,9
"033 Statsrevisorerne og Rigsrevisionen "; 228,1; 227,2; 233,9; 233,9; 233,9; 233,9
"0331 Statsrevisorerne og Rigsrevisionen "; 228,1; 227,2; 233,9; 233,9; 233,9; 233,9
"033101 Statsrevisorerne "; 5,5; 5,2; 5,4; 5,4; 5,4; 5,4
"03310110 Almindelig virksomhed "; 5,5; 5,2; 5,4; 5,4; 5,4; 5,4
"033111 Rigsrevisionen "; 222,5; 222,0; 228,5; 228,5; 228,5; 228,5
"03311110 Almindelig virksomhed "; 217,7; 217,2; 223,5; 223,5; 223,5; 223,5
"03311190 Indtægtsdækket virksomhed "; 4,9; 4,8; 5,0; 5,0; 5,0; 5,0
"034 Folketingets pensioner "; 84,4; 85,9; 92,3; 92,3; 92,3; 92,3
"0341 Folketingets pensioner "; 84,4; 85,9; 92,3; 92,3; 92,3; 92,3
"034101 Folketingets pensioner "; 84,4; 85,9; 92,3; 92,3; 92,3; 92,3
"03410110 Folketingets medlemspensioner "; 54,3; 54,2; 60,2; 60,2; 60,2; 60,2
"03410130 Folketingets Administrations pensioner "; 18,4; 19,3; 19,8; 19,8; 19,8; 19,8
"03410140 Folketingets Ombudsmands pensioner "; 1,9; 2,1; 2,2; 2,2; 2,2; 2,2
"03410150 Statsrevisorernes pensioner "; 1,3; 1,2; 1,3; 1,3; 1,3; 1,3
"03410160 Rigsrevisionens pensioner "; 8,4; 9,1; 8,8; 8,8; 8,8; 8,8
"05 Statsministeriet "; 115,0; 114,7; 117,0; 116,3; 115,6; 114,9
"051 Fællesudgifter "; 115,0; 114,7; 117,0; 116,3; 115,6; 114,9
"0511 Centralstyrelsen "; 94,2; 94,2; 95,9; 95,4; 94,9; 94,4
"051101 Departementet "; 94,2; 94,2; 95,9; 95,4; 94,9; 94,4
"05110110 Almindelig virksomhed "; 93,7; 93,7; 95,4; 94,9; 94,4; 93,9
"05110120 Tilskud "; 0,5; 0,5; 0,5; 0,5; 0,5; 0,5
"0512 Grønland og Færøerne "; 20,8; 20,5; 21,1; 20,9; 20,7; 20,5
"051203 Rigsombudsmanden i Grønland "; 9,9; 10,1; 10,4; 10,3; 10,2; 10,1
"05120310 Almindelig virksomhed "; 9,9; 10,1; 10,4; 10,3; 10,2; 10,1
"051251 Rigsombudsmanden på Færøerne "; 10,9; 10,4; 10,7; 10,6; 10,5; 10,4
"05125110 Almindelig virksomhed "; 10,9; 10,4; 10,7; 10,6; 10,5; 10,4
"06 Udenrigsministeriet "; 12293,3; 13170,3; 15697,9; 15735,4; 15726,1; 15696,1
"061 Udenrigstjenesten mv. "; 2311,8; 2242,4; 2178,1; 2075,4; 2011,8; 1969,7
"0611 Udenrigstjenesten mv. "; 2311,8; 2242,4; 2178,1; 2075,4; 2011,8; 1969,7
"061101 Udenrigstjenesten "; 2033,2; 1951,0; 2068,6; 1973,3; 1910,8; 1873,4
"06110110 Generel udenrigspolitik "; 608,6; 565,8; 620,4; 603,1; 586,1; 564,9
"06110120 Udviklingssamarbejde "; 720,8; 735,9; 730,0; 719,8; 719,8; 719,8
"06110130 Eksport- og investeringsfremme mv. "; 357,9; 328,2; 397,4; 389,0; 381,6; 373,6
"06110140 Borgerservice "; 248,8; 212,1; 210,4; 202,4; 195,6; 191,5
"06110150 Ligestillingspolitik "; 15,1; 14,0; 17,1; 16,7; 16,4; 15,6
"06110190 Kompetencecenter "; 8,4; 10,0; 8,0; 8,0; 8,0; 8,0
"06110197 Andre tilskudsfinansierede aktiviteter "; 73,7; 85,0; 85,3; 34,3; 3,3; 0,0
"061111 IMR "; 153,0; 155,5; 0,0; 0,0; 0,0; 0,0
"06111110 Almindelig virksomhed "; 51,8; 38,6; 0,0; 0,0; 0,0; 0,0
"06111190 Indtægtsdækket virksomhed "; 7,4; 7,0; 0,0; 0,0; 0,0; 0,0
"06111195 Tilskudsfinansieret virksomhed "; 3,5; 4,1; 0,0; 0,0; 0,0; 0,0
"06111197 Andre tilskudsfinansierede aktiviteter "; 90,3; 105,8; 0,0; 0,0; 0,0; 0,0
"061112 Dansk Institut for Internationale Studier "; 77,7; 66,3; 0,0; 0,0; 0,0; 0,0
"06111210 Almindelig virksomhed "; 57,8; 48,9; 0,0; 0,0; 0,0; 0,0
"06111290 Indtægtsdækket virksomhed "; 3,2; 1,9; 0,0; 0,0; 0,0; 0,0
"06111295 Tilskudsfinansieret virksomhed "; 15,8; 15,0; 0,0; 0,0; 0,0; 0,0
"06111297 Anden tilskudsfinansieret virksomhed "; 0,9; 0,5; 0,0; 0,0; 0,0; 0,0
"061113 Institut for Menneskerettigheder "; 0,0; 0,0; 38,9; 38,2; 37,5; 36,8
