"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2009";"2010";"2011";"2012";"2013";"2014" 
"01 Dronningen "; 70,6; 71,2; 71,1; 71,1; 71,1; 71,1
"011 Statsydelse "; 70,6; 71,2; 71,1; 71,1; 71,1; 71,1
"0111 Statsydelse "; 70,6; 71,2; 71,1; 71,1; 71,1; 71,1
"011101 Statsydelse "; 70,6; 71,2; 71,1; 71,1; 71,1; 71,1
"01110110 Almindelig virksomhed "; 70,6; 71,2; 71,1; 71,1; 71,1; 71,1
"02 Medlemmer af det kongelige hus m.fl. "; 24,0; 24,3; 24,3; 24,3; 24,3; 24,3
"021 Årpenge mv. "; 24,0; 24,3; 24,3; 24,3; 24,3; 24,3
"0211 Årpenge mv. "; 24,0; 24,3; 24,3; 24,3; 24,3; 24,3
"021101 Årpenge mv. "; 24,0; 24,3; 24,3; 24,3; 24,3; 24,3
"02110110 Almindelig virksomhed "; 24,0; 24,3; 24,3; 24,3; 24,3; 24,3
"03 Folketinget "; 1054,6; 1002,0; 999,7; 985,9; 986,4; 985,9
"031 Udgifter ved Folketinget "; 736,5; 671,5; 660,9; 648,0; 648,5; 648,0
"0311 Folketinget "; 736,5; 671,5; 660,9; 648,0; 648,5; 648,0
"031101 Folketinget "; 365,1; 386,1; 383,5; 389,0; 389,5; 389,0
"03110110 Almindelig virksomhed "; 341,7; 354,7; 361,2; 358,5; 358,6; 358,6
"03110130 Udvalgsarbejde "; 10,2; 16,8; 7,5; 15,6; 15,5; 15,5
"03110140 Interparlamentariske forsamlinger "; 13,2; 14,6; 14,8; 14,9; 15,4; 14,9
"031103 Folketingets medlemmer "; 263,7; 260,1; 275,4; 256,8; 256,8; 256,8
"03110310 Folketingsvederlag og boliggodtgørelse "; 137,9; 130,9; 141,3; 128,3; 128,3; 128,3
"03110320 Befordringsudgifter "; 10,7; 11,8; 10,1; 10,5; 10,5; 10,5
"03110330 Folketingsgruppestøtte "; 115,2; 117,4; 124,0; 118,0; 118,0; 118,0
"031105 Erhvervelse af medlemsboliger "; 107,6; 25,0; 0,0; 0,0; 0,0; 0,0
"03110510 Erhvervelse og ombygning af medlemsboliger "; 107,6; 25,0; 0,0; 0,0; 0,0; 0,0
"031106 Medlemsboliger "; 0,0; 0,3; 2,0; 2,2; 2,2; 2,2
"03110610 Drift af medlemsboliger "; 0,0; 0,3; 2,0; 2,2; 2,2; 2,2
"032 Folketingets Ombudsmand "; 51,5; 55,7; 58,3; 57,2; 57,2; 57,2
"0321 Folketingets Ombudsmand "; 51,5; 55,7; 58,3; 57,2; 57,2; 57,2
"032101 Folketingets Ombudsmand "; 51,5; 55,7; 58,3; 57,2; 57,2; 57,2
"03210110 Almindelig virksomhed "; 51,5; 55,7; 58,3; 57,2; 57,2; 57,2
"033 Statsrevisorerne og Rigsrevisionen "; 196,8; 205,1; 207,5; 207,6; 207,6; 207,6
"0331 Statsrevisorerne og Rigsrevisionen "; 196,8; 205,1; 207,5; 207,6; 207,6; 207,6
"033101 Statsrevisorerne "; 5,1; 5,3; 5,3; 5,4; 5,4; 5,4
