"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2015";"2016";"2017";"2018";"2019";"2020" 
"01 Dronningen "; 78,4; 79,5; 81,2; 81,2; 81,2; 81,2
"011 Statsydelse "; 78,4; 79,5; 81,2; 81,2; 81,2; 81,2
"0111 Statsydelse "; 78,4; 79,5; 81,2; 81,2; 81,2; 81,2
"011101 Statsydelse "; 78,4; 79,5; 81,2; 81,2; 81,2; 81,2
"01110110 Almindelig virksomhed "; 78,4; 79,5; 81,2; 81,2; 81,2; 81,2
"02 Medlemmer af det kongelige hus m.fl. "; 26,7; 27,0; 27,6; 27,6; 27,6; 27,6
"021 Årpenge mv. "; 26,7; 27,0; 27,6; 27,6; 27,6; 27,6
"0211 Årpenge mv. "; 26,7; 27,0; 27,6; 27,6; 27,6; 27,6
"021101 Årpenge mv. "; 26,7; 27,0; 27,6; 27,6; 27,6; 27,6
"02110110 Almindelig virksomhed "; 26,7; 27,0; 27,6; 27,6; 27,6; 27,6
"03 Folketinget "; 1107,8; 1039,9; 1082,7; 1080,4; 1079,4; 1079,1
"031 Udgifter ved Folketinget "; 755,4; 674,5; 682,3; 686,0; 686,0; 686,2
"0311 Folketinget "; 755,4; 674,5; 682,3; 686,0; 686,0; 686,2
"031101 Folketinget "; 387,4; 406,8; 406,7; 410,4; 410,4; 410,6
"03110110 Almindelig virksomhed "; 368,3; 374,2; 373,7; 377,4; 377,4; 377,6
"03110130 Udvalgsarbejde "; 6,1; 16,3; 16,4; 16,6; 16,6; 16,6
"03110140 Interparlamentariske forsamlinger "; 13,0; 16,3; 16,6; 16,4; 16,4; 16,4
"031103 Folketingets medlemmer "; 294,3; 264,0; 271,8; 271,8; 271,8; 271,8
"03110310 Folketingsvederlag og boliggodtgørelse "; 147,9; 130,5; 132,0; 132,0; 132,0; 132,0
"03110320 Befordringsudgifter "; 12,0; 11,4; 11,5; 11,5; 11,5; 11,5
"03110330 Folketingsgruppestøtte "; 134,5; 122,1; 128,3; 128,3; 128,3; 128,3
"031104 Fhv folketingsmedlemmers efterudd "; 0,5; 0,0; 0,0; 0,0; 0,0; 0,0
"03110410 Efteruddannelse "; 0,5; 0,0; 0,0; 0,0; 0,0; 0,0
"031105 Erhvervelse af medlemsboliger "; 71,0; 0,0; 0,0; 0,0; 0,0; 0,0
"03110510 Erhvervelse og ombygning af medlemsboliger "; 71,0; 0,0; 0,0; 0,0; 0,0; 0,0
"031106 Medlemsboliger "; 2,2; 3,7; 3,8; 3,8; 3,8; 3,8
"03110610 Drift af medlemsboliger "; 2,2; 3,7; 3,8; 3,8; 3,8; 3,8
"032 Folketingets Ombudsmand "; 65,1; 69,0; 87,3; 83,6; 82,9; 82,7
"0321 Folketingets Ombudsmand "; 65,1; 69,0; 87,3; 83,6; 82,9; 82,7
"032101 Folketingets Ombudsmand "; 65,1; 69,0; 87,3; 83,6; 82,9; 82,7
"03210110 Almindelig virksomhed "; 64,8; 69,0; 82,6; 82,0; 82,0; 81,8
"03210197 Anden tilskudsfinansieret virksomhed "; 0,2; 0,0; 4,7; 1,6; 0,9; 0,9
"033 Statsrevisorerne og Rigsrevisionen "; 204,8; 212,7; 227,2; 224,9; 224,6; 224,3
"0331 Statsrevisorerne og Rigsrevisionen "; 204,8; 212,7; 227,2; 224,9; 224,6; 224,3
"033101 Statsrevisorerne "; 5,0; 5,2; 5,2; 5,2; 5,2; 5,2
"03310110 Almindelig virksomhed "; 5,0; 5,2; 5,2; 5,2; 5,2; 5,2
"033111 Rigsrevisionen "; 199,8; 207,5; 222,0; 219,7; 219,4; 219,1
"03311110 Almindelig virksomhed "; 194,0; 203,5; 217,2; 214,9; 214,6; 214,3
"03311190 Indtægtsdækket virksomhed "; 5,8; 4,0; 4,8; 4,8; 4,8; 4,8
"034 Folketingets pensioner "; 82,5; 83,7; 85,9; 85,9; 85,9; 85,9
"0341 Folketingets pensioner "; 82,5; 83,7; 85,9; 85,9; 85,9; 85,9
