"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2011";"2012";"2013";"2014";"2015";"2016" 
"01 Dronningen "; 75,3; 71,8; 72,1; 72,1; 72,1; 72,1
"011 Statsydelse "; 75,3; 71,8; 72,1; 72,1; 72,1; 72,1
"0111 Statsydelse "; 75,3; 71,8; 72,1; 72,1; 72,1; 72,1
"011101 Statsydelse "; 75,3; 71,8; 72,1; 72,1; 72,1; 72,1
"01110110 Almindelig virksomhed "; 75,3; 71,8; 72,1; 72,1; 72,1; 72,1
"02 Medlemmer af det kongelige hus m.fl. "; 25,6; 24,6; 24,7; 24,7; 24,7; 24,7
"021 Årpenge mv. "; 25,6; 24,6; 24,7; 24,7; 24,7; 24,7
"0211 Årpenge mv. "; 25,6; 24,6; 24,7; 24,7; 24,7; 24,7
"021101 Årpenge mv. "; 25,6; 24,6; 24,7; 24,7; 24,7; 24,7
"02110110 Almindelig virksomhed "; 25,6; 24,6; 24,7; 24,7; 24,7; 24,7
"03 Folketinget "; 998,0; 1000,3; 1050,6; 1016,0; 1016,0; 1015,5
"031 Udgifter ved Folketinget "; 661,5; 654,9; 707,1; 664,1; 664,6; 664,6
"0311 Folketinget "; 661,5; 654,9; 707,1; 664,1; 664,6; 664,6
"031101 Folketinget "; 386,5; 391,6; 422,2; 398,3; 398,8; 398,8
"03110110 Almindelig virksomhed "; 368,4; 360,8; 394,1; 366,8; 367,3; 367,3
"03110130 Udvalgsarbejde "; 6,1; 15,6; 13,9; 15,9; 15,9; 15,9
"03110140 Interparlamentariske forsamlinger "; 12,0; 15,2; 14,2; 15,6; 15,6; 15,6
"031103 Folketingets medlemmer "; 272,9; 260,9; 280,9; 263,4; 263,4; 263,4
"03110310 Folketingsvederlag og boliggodtgørelse "; 137,9; 130,9; 149,2; 131,5; 131,5; 131,5
"03110320 Befordringsudgifter "; 10,8; 10,8; 11,7; 11,1; 11,1; 11,1
"03110330 Folketingsgruppestøtte "; 124,2; 119,2; 120,0; 120,8; 120,8; 120,8
"031105 Erhvervelse af medlemsboliger "; 0,6; 0,0; 1,6; 0,0; 0,0; 0,0
"03110510 Erhvervelse og ombygning af medlemsboliger "; 0,6; 0,0; 1,6; 0,0; 0,0; 0,0
"031106 Medlemsboliger "; 1,5; 2,4; 2,4; 2,4; 2,4; 2,4
"03110610 Drift af medlemsboliger "; 1,5; 2,4; 2,4; 2,4; 2,4; 2,4
"032 Folketingets Ombudsmand "; 59,0; 58,5; 64,7; 64,0; 64,0; 64,0
"0321 Folketingets Ombudsmand "; 59,0; 58,5; 64,7; 64,0; 64,0; 64,0
"032101 Folketingets Ombudsmand "; 59,0; 58,5; 64,7; 64,0; 64,0; 64,0
"03210110 Almindelig virksomhed "; 59,0; 58,5; 64,7; 64,0; 64,0; 64,0
"033 Statsrevisorerne og Rigsrevisionen "; 203,0; 209,0; 200,7; 210,0; 209,5; 209,0
"0331 Statsrevisorerne og Rigsrevisionen "; 203,0; 209,0; 200,7; 210,0; 209,5; 209,0
"033101 Statsrevisorerne "; 4,7; 5,3; 5,6; 5,4; 5,4; 5,4
"03310110 Almindelig virksomhed "; 4,7; 5,3; 5,6; 5,4; 5,4; 5,4
"033111 Rigsrevisionen "; 198,3; 203,7; 195,1; 204,6; 204,1; 203,6
"03311110 Almindelig virksomhed "; 198,3; 203,7; 195,1; 204,6; 204,1; 203,6
"034 Folketingets pensioner "; 74,5; 77,9; 78,1; 77,9; 77,9; 77,9
"0341 Folketingets pensioner "; 74,5; 77,9; 78,1; 77,9; 77,9; 77,9
"034101 Folketingets pensioner "; 74,5; 77,9; 78,1; 77,9; 77,9; 77,9
"03410110 Folketingets medlemspensioner "; 48,9; 50,7; 50,7; 50,9; 50,9; 50,9
"03410130 Folketingets Administrations pensioner "; 16,5; 17,2; 17,3; 17,3; 17,3; 17,3
"03410140 Folketingets Ombudsmands pensioner "; 0,3; 0,5; 0,4; 0,2; 0,2; 0,2
"03410150 Statsrevisorernes pensioner "; 1,1; 1,2; 1,2; 1,2; 1,2; 1,2
"03410160 Rigsrevisionens pensioner "; 7,7; 8,3; 8,5; 8,3; 8,3; 8,3
"05 Statsministeriet "; 133,2; 133,1; 142,0; 143,1; 141,0; 139,0
"051 Fællesudgifter "; 133,2; 133,1; 142,0; 143,1; 141,0; 139,0
"0511 Centralstyrelsen "; 110,0; 102,1; 121,3; 120,6; 118,7; 116,7
"051101 Departementet "; 88,0; 81,7; 89,9; 89,2; 87,3; 85,3
"05110110 Almindelig virksomhed "; 88,0; 81,7; 89,9; 89,2; 87,3; 85,3
"051102 Særlige regeringsinitiativer "; 0,0; 1,0; 0,0; 0,0; 0,0; 0,0
"05110210 Særlige regeringsinitiativer "; 0,0; 1,0; 0,0; 0,0; 0,0; 0,0
"051103 Vederlag og repræsentationstillæg t. ministre "; 21,2; 20,6; 30,9; 30,9; 30,9; 30,9
"05110310 Almindelig virksomhed "; 0,0; 0,1; 0,1; 0,1; 0,1; 0,1
"05110320 Vederlag til ministre "; 13,3; 13,4; 15,1; 15,1; 15,1; 15,1
"05110330 Eftervederlag til tidligere ministre "; 7,9; 7,1; 15,7; 15,7; 15,7; 15,7
