"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2018";"2019";"2020";"2021";"2022";"2023" 
"01 Dronningen "; 81,6; 85,9; 87,6; 87,6; 87,6; 87,6
"011 Statsydelse "; 81,6; 85,9; 87,6; 87,6; 87,6; 87,6
"0111 Statsydelse "; 81,6; 85,9; 87,6; 87,6; 87,6; 87,6
"011101 Statsydelse "; 81,6; 85,9; 87,6; 87,6; 87,6; 87,6
"01110110 Almindelig virksomhed "; 81,6; 85,9; 87,6; 87,6; 87,6; 87,6
"02 Medlemmer af det kongelige hus m.fl. "; 27,7; 29,2; 29,8; 29,8; 29,8; 29,8
"021 Årpenge mv. "; 27,7; 29,2; 29,8; 29,8; 29,8; 29,8
"0211 Årpenge mv. "; 27,7; 29,2; 29,8; 29,8; 29,8; 29,8
"021101 Årpenge mv. "; 27,7; 29,2; 29,8; 29,8; 29,8; 29,8
"02110110 Almindelig virksomhed "; 27,7; 29,2; 29,8; 29,8; 29,8; 29,8
"03 Folketinget "; 1172,6; 1180,4; 1242,3; 1198,3; 1198,4; 1198,4
"031 Udgifter ved Folketinget "; 772,9; 764,2; 835,1; 776,4; 776,7; 776,7
"0311 Folketinget "; 772,9; 764,2; 835,1; 776,4; 776,7; 776,7
"031101 Folketinget "; 439,9; 425,2; 434,0; 431,5; 431,8; 431,8
"03110110 Almindelig virksomhed "; 414,2; 392,0; 407,1; 398,0; 398,3; 398,3
"03110130 Udvalgsarbejde "; 12,5; 16,4; 13,5; 16,5; 16,5; 16,5
"03110140 Interparlamentariske forsamlinger "; 13,3; 16,8; 13,4; 17,0; 17,0; 17,0
"031103 Folketingets medlemmer "; 330,5; 335,1; 399,9; 341,0; 341,0; 341,0
"03110310 Folketingsvederlag og boliggodtgørelse "; 138,6; 137,4; 174,9; 139,4; 139,4; 139,4
"03110320 Befordringsudgifter "; 8,8; 10,1; 9,7; 10,2; 10,2; 10,2
"03110330 Folketingsgruppestøtte "; 183,1; 187,6; 215,3; 191,4; 191,4; 191,4
"031106 Medlemsboliger "; 2,4; 3,9; 1,2; 3,9; 3,9; 3,9
"03110610 Drift af medlemsboliger "; 2,4; 3,9; 1,2; 3,9; 3,9; 3,9
"032 Folketingets Ombudsmand "; 84,4; 86,5; 93,8; 93,4; 93,2; 93,2
"0321 Folketingets Ombudsmand "; 84,4; 86,5; 93,8; 93,4; 93,2; 93,2
"032101 Folketingets Ombudsmand "; 84,4; 86,5; 93,8; 93,4; 93,2; 93,2
"03210110 Almindelig virksomhed "; 82,0; 85,6; 92,7; 92,3; 92,3; 92,3
"03210197 Andre tilskudsfinansierede aktiviteter "; 2,3; 0,9; 1,1; 1,1; 0,9; 0,9
"033 Statsrevisorerne og Rigsrevisionen "; 225,8; 236,0; 219,9; 232,9; 232,9; 232,9
"0331 Statsrevisorerne og Rigsrevisionen "; 225,8; 236,0; 219,9; 232,9; 232,9; 232,9
"033101 Statsrevisorerne "; 5,9; 5,4; 5,5; 5,5; 5,5; 5,5
"03310110 Almindelig virksomhed "; 5,9; 5,4; 5,5; 5,5; 5,5; 5,5
"033111 Rigsrevisionen "; 219,9; 230,6; 214,4; 227,4; 227,4; 227,4
"03311110 Almindelig virksomhed "; 216,6; 225,6; 214,4; 227,4; 227,4; 227,4
"03311190 Indtægtsdækket virksomhed "; 3,3; 5,0; 0,0; 0,0; 0,0; 0,0
"034 Folketingets pensioner "; 89,6; 93,7; 93,5; 95,6; 95,6; 95,6
"0341 Folketingets pensioner "; 89,6; 93,7; 93,5; 95,6; 95,6; 95,6
"034101 Folketingets pensioner "; 89,6; 93,7; 93,5; 95,6; 95,6; 95,6
"03410110 Folketingets medlemspensioner "; 57,9; 60,8; 58,9; 61,3; 61,3; 61,3
"03410130 Folketingets Administrations pensioner "; 18,9; 20,4; 20,3; 21,1; 21,1; 21,1
"03410140 Folketingets Ombudsmands pensioner "; 2,2; 2,3; 2,3; 2,3; 2,3; 2,3
"03410150 Statsrevisorernes pensioner "; 1,2; 1,3; 1,5; 1,3; 1,3; 1,3
"03410160 Rigsrevisionens pensioner "; 9,4; 8,9; 10,5; 9,6; 9,6; 9,6
"05 Statsministeriet "; 116,3; 114,2; 124,8; 123,9; 123,2; 122,5
"051 Fællesudgifter "; 116,3; 114,2; 124,8; 123,9; 123,2; 122,5
"0511 Centralstyrelsen "; 95,6; 96,3; 107,3; 107,4; 106,9; 106,4
"051101 Departementet "; 95,6; 96,3; 107,3; 107,4; 106,9; 106,4
"05110110 Almindelig virksomhed "; 95,1; 95,8; 106,8; 106,9; 106,4; 105,9
"05110120 Tilskud "; 0,5; 0,5; 0,5; 0,5; 0,5; 0,5
"0512 Grønland og Færøerne "; 20,7; 17,9; 17,5; 16,5; 16,3; 16,1
"051203 Rigsombudsmanden i Grønland "; 11,0; 11,2; 10,3; 10,2; 10,1; 10,0
"05120310 Almindelig virksomhed "; 11,0; 11,2; 10,3; 10,2; 10,1; 10,0
"051251 Rigsombudsmanden på Færøerne "; 9,7; 6,7; 7,2; 6,3; 6,2; 6,1
"05125110 Almindelig virksomhed "; 9,7; 6,7; 7,2; 6,3; 6,2; 6,1
"06 Udenrigsministeriet "; 16118,8; 16646,9; 17616,0; 17411,6; 17201,4; 16802,9
"061 Udenrigstjenesten mv. "; 2246,5; 2155,4; 2333,5; 2304,5; 2104,3; 1982,6
"0611 Udenrigstjenesten mv. "; 2246,5; 2155,4; 2333,5; 2304,5; 2104,3; 1982,6
"061101 Udenrigstjenesten "; 2149,9; 2060,0; 2217,0; 2241,5; 2039,2; 1931,1
"06110110 Generel udenrigspolitik "; 674,7; 669,6; 673,5; 638,3; 616,4; 538,5
"06110120 Udviklingssamarbejde "; 729,8; 726,6; 800,3; 800,3; 800,3; 800,3
"06110130 Eksport- og investeringsfremme mv. "; 361,1; 407,1; 430,3; 409,5; 379,7; 364,0
"06110140 Borgerservice "; 292,0; 222,4; 214,8; 208,0; 204,2; 190,3
"06110190 Kompetencecenter "; 8,0; 0,0; 0,0; 0,0; 0,0; 0,0
"06110197 Andre tilskudsfinansierede aktiviteter "; 84,2; 34,3; 98,1; 185,4; 38,6; 38,0
"061113 Institut for Menneskerettigheder "; 38,9; 38,5; 39,0; 37,6; 36,9; 36,3
"06111310 Institut for Menneskerettigheder "; 38,9; 38,5; 39,0; 37,6; 36,9; 36,3
"061114 Dansk Institut for Internationale Studier "; 25,0; 24,8; 25,1; 24,1; 23,6; 23,2
"06111410 Dansk Institut for Internationale Studier "; 25,0; 24,8; 25,1; 24,1; 23,6; 23,2
"061115 Ikke-lovbundne tilskud "; 32,8; 32,1; 35,3; 31,3; 29,4; 18,1
"06111510 Tilskud til oplysningsarbejde mv. "; 5,9; 4,7; 7,7; 4,7; 4,7; 4,7
"06111520 Tilskud til internationale institutioner "; 10,1; 14,1; 14,2; 13,2; 11,3; 11,2
"06111530 Int. presseindsatser "; 2,0; 2,1; 2,1; 2,1; 2,1; 2,1
"06111540 Freds- og Stabiliseringsfonden "; 11,0; 11,2; 11,3; 11,3; 11,3; 0,1
"06111550 Udredning indsats i Kosovo, Afghanistan mv. "; 3,7; 0,0; 0,0; 0,0; 0,0; 0,0
"061122 Risikopræmie vedr. statsgaranti til IFU "; 0,0; 0,0; 9,7; 9,6; 16,0; 16,0
"06112210 Risikopræmie vedr. statsgaranti til IFU "; 0,0; 0,0; 4,8; 9,6; 16,0; 16,0
"06112211 Risikopræmie vedr. statsgaranti til IBRD "; 0,0; 0,0; 2,1; 0,0; 0,0; 0,0
"06112212 Risikopræmie vedr. statsgaranti til AfDB "; 0,0; 0,0; 2,8; 0,0; 0,0; 0,0
"061141 Kompensationsordninger som følge af COVID-19 "; 0,0; 0,0; 7,4; 0,0; 0,0; 0,0
"06114110 Kompensationsordning som følge af COVID-19 "; 0,0; 0,0; 7,4; 0,0; 0,0; 0,0
"061179 Reserver og budgetregulering "; 0,0; 0,0; 0,0; -39,6; -40,8; -42,1
"06117950 Neg. bud.reg. Besparelse v. konsuletudgifter "; 0,0; 0,0; 0,0; -39,6; -40,8; -42,1
"062 Internationale organisationer "; 593,5; 648,8; 664,6; 665,6; 815,6; 665,6
"0621 Nordiske formål "; 118,1; 129,8; 146,0; 146,0; 146,0; 146,0
"062101 Nordisk Ministerråd "; 118,1; 129,8; 146,0; 146,0; 146,0; 146,0
"06210110 Nordisk Ministerråd "; 118,1; 129,8; 146,0; 146,0; 146,0; 146,0
"0622 Øvrige internationale organisationer "; 475,4; 519,0; 518,6; 519,6; 669,6; 519,6
"062201 Fredsbevarende operationer "; 249,1; 247,1; 249,8; 249,8; 249,8; 249,8
"06220110 FN's fredsbevarende operationer "; 249,1; 247,1; 249,8; 249,8; 249,8; 249,8
"062203 Øvrige organisationer "; 226,3; 271,4; 268,3; 269,3; 269,3; 269,3
"06220310 Øvrige organisationer "; 226,3; 271,4; 268,3; 269,3; 269,3; 269,3
"062205 Den Europæiske Investeringsbank "; 0,0; 0,5; 0,5; 0,5; 0,5; 0,5
"06220510 Den Europæiske Investeringsbank "; 0,0; 0,5; 0,5; 0,5; 0,5; 0,5
"062206 UN Live Museum "; 0,0; 0,0; 0,0; 0,0; 150,0; 0,0
"06220610 UN Live Museum "; 0,0; 0,0; 0,0; 0,0; 150,0; 0,0
"063 Bistand til udviklingslandene "; 13222,7; 13769,9; 14544,4; 14368,0; 14234,6; 14108,0
"0631 Reserver "; 0,0; -39,7; 11,0; 165,0; 165,0; 165,0
"063179 Reserver og budgetreguleringer "; 0,0; -39,7; 11,0; 165,0; 165,0; 165,0
"06317910 Reserve "; 0,0; 53,1; -496,4; 165,0; 165,0; 165,0
"06317920 Budgetregulering "; 0,0; -92,8; 496,4; 0,0; 0,0; 0,0
"06317930 Valutakursreguleringer "; 0,0; 0,0; 11,0; 0,0; 0,0; 0,0
"0632 Bilateral bistand "; 3972,5; 3888,8; 3703,4; 3867,4; 4120,3; 4124,6
"063201 Udviklingslande i Afrika "; 1489,5; 2076,2; 1708,0; 1270,9; 1599,0; 1986,1
"06320105 Etiopien "; 310,9; 275,0; 327,0; 115,0; 5,0; 195,0
"06320106 Niger "; 105,0; 100,0; -40,0; 0,0; 500,0; 0,0
"06320108 Somalia "; -0,9; 580,0; 190,0; 100,0; 0,0; 0,0
"06320109 Sydsudan "; -6,0; 0,0; 0,0; 0,0; 0,0; 0,0
"06320110 Tanzania "; -148,0; 5,0; 5,0; 350,0; 300,0; 300,0
"06320111 Kenya "; -2,6; 0,0; 903,0; 0,0; 0,0; 0,0
"06320112 Uganda "; 294,3; 525,0; 10,0; 0,0; 0,0; 350,0
"06320113 Mozambique "; -2,9; 0,0; 0,0; 0,0; 0,0; 0,0
"06320115 Ghana "; 5,6; 0,0; 18,0; 0,0; 0,0; 0,0
"06320116 Benin "; -1,1; 0,0; 0,0; 0,0; 0,0; 0,0
"06320117 Burkina Faso "; 207,3; 0,0; 30,0; 450,0; 300,0; 300,0
"06320118 Zambia "; -14,4; 0,0; 0,0; 0,0; 0,0; 0,0
"06320120 Mali "; 411,0; 235,0; 30,0; 5,0; 300,0; 550,0
"06320123 Øvrige indsatser i Afrika "; 331,3; 356,2; 235,0; 250,9; 194,0; 291,1
"063202 Udv.lande i Asien, Mellemøsten og Latinamerik "; 679,2; 210,0; 316,3; 864,0; 803,0; 403,0
"06320204 Pakistan "; -4,1; 0,0; 0,0; 0,0; 0,0; 0,0
"06320205 Myanmar "; 3,0; 5,0; 5,0; 270,0; 200,0; 0,0
"06320208 Palæstina "; -4,5; 0,0; 0,0; 200,0; 245,0; 0,0
"06320209 Afghanistan "; 320,7; 0,0; 0,0; 135,0; 145,0; 160,0
"06320210 Indsatser i Syrien og nabolande "; 0,0; 200,0; 200,0; 0,0; 0,0; 0,0
"06320211 Bangladesh "; 7,5; 5,0; 5,0; 159,0; 113,0; 143,0
"06320212 Nepal "; 0,0; 0,0; -24,5; 0,0; 0,0; 0,0
"06320213 Bhutan "; -0,1; 0,0; 0,0; 0,0; 0,0; 0,0
"06320214 Vietnam "; -3,8; 0,0; 0,0; 0,0; 0,0; 0,0
"06320215 Øvrige indsatser i Asien og Mellemøsten "; 363,7; 0,0; 133,5; 100,0; 100,0; 100,0
"06320216 Nicaragua "; -0,2; 0,0; 0,0; 0,0; 0,0; 0,0
"06320217 Bolivia "; -3,0; 0,0; -2,7; 0,0; 0,0; 0,0
"06320218 Øvrige indsatser i Latinamerika "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"063204 Personelbistand "; 231,6; 264,9; 251,0; 267,0; 266,0; 266,0
"06320410 Rådgiverbistand "; 6,4; 6,0; 4,0; 4,0; 3,0; 3,0
"06320412 Firmarådgivere "; 6,3; 40,0; 24,0; 40,0; 40,0; 40,0
"06320414 IT-, ejend., rejse-, komp. og kom. udgifter "; 96,8; 97,7; 99,4; 99,4; 99,4; 99,4
"06320415 Rådgivende enheder "; 122,1; 121,2; 123,6; 123,6; 123,6; 123,6
"063205 Danidas erhvervsplatform "; -19,9; 0,0; 0,0; 0,0; 0,0; 0,0
"06320512 Erhvervsindsatser og samfundsansvar "; -19,7; 0,0; 0,0; 0,0; 0,0; 0,0
"06320515 Innovative Partnerskaber "; -0,3; 0,0; 0,0; 0,0; 0,0; 0,0
"063207 Lånebistand "; 19,4; 22,9; 0,4; 35,5; 38,0; 40,5
"06320714 Gældslettelse til udviklingslandene "; 19,4; 22,9; 0,4; 35,5; 38,0; 40,5
"063208 Øvrig bistand "; 723,8; 769,8; 772,7; 780,0; 764,3; 779,0
