"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2003";"2004";"2005";"2006";"2007";"2008" 
"03 Folketinget "; 0,0; 0,0; 2,0; 2,0; 2,0; 2,0
"031 Udgifter ved Folketinget "; 0,0; 0,0; 2,0; 2,0; 2,0; 2,0
"0311 Folketinget "; 0,0; 0,0; 2,0; 2,0; 2,0; 2,0
"031101 Administration "; 0,0; 0,0; 2,0; 2,0; 2,0; 2,0
"03110110 Almindelig virksomhed "; 0,0; 0,0; 2,0; 2,0; 2,0; 2,0
"05 Statsministeriet "; 0,0; 0,0; 11,9; 5,8; 2,8; 2,8
"051 Fællesudgifter "; 0,0; 0,0; 11,9; 5,8; 2,8; 2,8
"0511 Centralstyrelsen "; 0,0; 0,0; 5,2; 5,4; 2,4; 2,4
"051101 Departementet "; 0,0; 0,0; 5,2; 5,4; 2,4; 2,4
"05110110 Almindelig virksomhed "; 0,0; 0,0; 5,2; 5,4; 2,4; 2,4
"0512 Grønland og Færøerne "; 0,0; 0,0; 6,7; 0,4; 0,4; 0,4
"051203 Rigsombudsmanden i Grønland "; 0,0; 0,0; 0,9; 0,3; 0,3; 0,3
"05120310 Almindelig virksomhed "; 0,0; 0,0; 0,9; 0,3; 0,3; 0,3
"051251 Rigsombudsmanden på Færøerne "; 0,0; 0,0; 5,8; 0,1; 0,1; 0,1
"05125110 Almindelig virksomhed "; 0,0; 0,0; 5,8; 0,1; 0,1; 0,1
"06 Udenrigsministeriet "; 0,0; 0,0; 134,4; 2,1; -3,1; -12,4
"061 Udenrigstjenesten m.v. "; 0,0; 0,0; 106,8; 2,1; -3,1; -12,4
"0611 Udenrigstjenesten "; 0,0; 0,0; 106,8; 2,1; -3,1; -12,4
"061101 Udenrigstjenesten "; 0,0; 0,0; 10,9; 1,7; -3,2; -12,3
"06110110 Generel udenrigspolitik "; 0,0; 0,0; 6,1; 1,7; -3,2; -12,3
"06110120 Administration af udviklingsbistand "; 0,0; 0,0; 4,8; 0,0; 0,0; 0,0
"061115 Ikke-lovbundne tilskud "; 0,0; 0,0; 0,2; 0,2; 0,2; 0,2
"06111520 Tilskud til internationale institutioner "; 0,0; 0,0; 0,2; 0,2; 0,2; 0,2
"061125 Garantifonden for investeringer i udvik.lande "; 0,0; 0,0; 0,5; 0,5; 0,5; 0,5
"06112510 Garantiordningen for investeringer i udv.land"; 0,0; 0,0; 0,5; 0,5; 0,5; 0,5
"061127 Klimaprojekter i udviklingslande "; 0,0; 0,0; 95,2; 0,0; 0,0; 0,0
"06112710 CO2-kreditter i udviklingslande "; 0,0; 0,0; 95,2; 0,0; 0,0; 0,0
"061179 Reserver og budgetregulering "; 0,0; 0,0; 0,0; -0,3; -0,6; -0,8
"06117903 Budgetregulering, jf. aftale om kultur mv. "; 0,0; 0,0; 0,0; -0,3; -0,6; -0,8
"063 Bistand til udviklingslandene "; 0,0; 0,0; 25,0; 0,0; 0,0; 0,0
"0636 Multilateral bistand gennem FN "; 0,0; 0,0; 25,0; 0,0; 0,0; 0,0
"063603 HIV/AIDS, Befolknings- og Sundhedsprogrammer "; 0,0; 0,0; 25,0; 0,0; 0,0; 0,0
"06360316 Den Globale Fond "; 0,0; 0,0; 25,0; 0,0; 0,0; 0,0
"064 Danmarks Eksportråd "; 0,0; 0,0; 2,6; 0,0; 0,0; 0,0
"0641 Fællesudgifter "; 0,0; 0,0; 2,6; 0,0; 0,0; 0,0
"064103 Særlige eksportfremmetilskud "; 0,0; 0,0; 2,6; 0,0; 0,0; 0,0
"06410310 Indsats for små og mellemstore virksomheder "; 0,0; 0,0; 5,2; 0,0; 0,0; 0,0
"06410320 Eksportfremmetilskud "; 0,0; 0,0; -2,6; 0,0; 0,0; 0,0
"07 Finansministeriet "; 0,0; 0,0; -2185,8; -1192,8; 6,5; 6,1
"071 Offentlig økonomi "; 0,0; 0,0; -2185,8; -1192,8; 6,5; 6,1
"0711 Centralstyrelsen "; 0,0; 0,0; -2198,5; -1198,7; 1,2; 1,1
"071101 Departementet "; 0,0; 0,0; 0,9; 0,9; 0,9; 0,9
"07110110 Almindelig virksomhed "; 0,0; 0,0; 0,9; 0,9; 0,9; 0,9
"071102 Effektivisering af offentlige institutioner "; 0,0; 0,0; 0,6; 0,6; 0,6; 0,6
"07110210 Effektivisering af offentlige institutioner "; 0,0; 0,0; -0,4; -0,4; -0,4; -0,4
"07110230 Offentlige betalinger "; 0,0; 0,0; -4,0; -4,0; -4,0; -4,0
"07110240 Bedre statistikdækning af den off. sektor "; 0,0; 0,0; 5,0; 5,0; 5,0; 5,0
"071112 Velfærdskommissionen "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"07111210 Velfærdskommissionen "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"071127 Overførsel fra Hypotekbankens reserver "; 0,0; 0,0; -2200,0; -1200,0; 0,0; 0,0
"07112710 Overførsel fra Hypotekbankens reserver "; 0,0; 0,0; -2200,0; -1200,0; 0,0; 0,0
"071179 Reserver og budgetregulering "; 0,0; 0,0; 0,0; -0,2; -0,3; -0,4
"07117903 Budgetregulering, jf. aftale om kultur mv. "; 0,0; 0,0; 0,0; -0,2; -0,3; -0,4
"0712 Økonomisystemer og økonomiforvaltning "; 0,0; 0,0; 4,8; 4,1; 3,5; 3,2
"071201 Økonomistyrelsen "; 0,0; 0,0; 4,8; 4,1; 3,5; 3,2
"07120110 Almindelig virksomhed "; 0,0; 0,0; 4,8; 4,1; 3,5; 3,2
"07120120 Finansministeriets Administrative Fællesskab "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"0713 Finansforvaltning "; 0,0; 0,0; 13,7; 13,7; 13,7; 13,7
"071306 Barselsfonden "; 0,0; 0,0; 13,7; 13,7; 13,7; 13,7
"07130610 Barselsfonden "; 0,0; 0,0; 13,7; 13,7; 13,7; 13,7
"0716 Slotte og ejendomme "; 0,0; 0,0; -3,5; -9,6; -9,6; -9,6
"071601 Slots- og Ejendomsstyrelsen - Kontorejendomme "; 0,0; 0,0; -3,5; -9,6; -9,6; -9,6
"07160110 Driftsbudget "; 0,0; 0,0; -63,7; -69,8; -69,8; -69,8
"07160120 Finansiering "; 0,0; 0,0; 55,4; 55,9; 56,5; 57,0
"07160130 Resultat "; 0,0; 0,0; 4,8; 4,3; 3,7; 3,2
"071602 Slots- og Ejendomsstyrelsen - Kontorejendomme "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"07160210 Investeringsbudget "; 0,0; 0,0; 3,0; 9,3; 9,3; 9,3
"07160220 Låntagning "; 0,0; 0,0; -3,0; -9,3; -9,3; -9,3
"0718 Tipsfonde "; 0,0; 0,0; -2,3; -2,3; -2,3; -2,3
"071819 Socialministeriets Fond til sociale formål "; 0,0; 0,0; -2,3; -2,3; -2,3; -2,3
"07181920 Pulje til handicaporg. og -foreninger "; 0,0; 0,0; -2,3; -2,3; -2,3; -2,3
"08 Økonomi- og Erhvervsministeriet "; -2317,5; -1984,5; -4171,7; -2823,3; -964,7; -680,2
"081 Fællesudgifter "; -8,6; -9,2; -9,6; -9,5; -11,3; -11,8
"0811 Centralstyrelsen "; -8,6; -9,2; -9,6; -9,5; -11,3; -11,8
"081101 Departementet "; -6,9; -7,4; -7,9; -7,9; -7,9; -7,9
"08110110 Almindelig virksomhed "; -6,9; -7,4; -7,9; -7,9; -7,9; -7,9
"081121 Koncernøkonomi "; -1,7; -1,7; -1,4; -1,2; -1,2; -1,2
"08112110 Almindelig virksomhed "; -1,7; -1,7; -1,4; -1,2; -1,2; -1,2
"081179 Reserver og budgetregulering "; 0,0; -0,1; -0,3; -0,4; -2,2; -2,7
"08117903 Budgetregulering, jf. aftale om kultur mv. "; 0,0; 0,0; 0,0; -0,3; -0,5; -0,7
"08117910 Lønninger m.v. "; 0,0; -0,1; -0,2; -0,1; -0,2; -0,1
"08117940 Reserver "; 0,0; 0,0; -0,1; 0,0; 0,0; 0,0
"08117985 Omprioriteringsreserve "; 0,0; 0,0; 0,0; 0,0; -1,5; -1,9
"082 Erhvervsregulering og forbrugerforhold "; -94,8; -86,0; -73,2; -67,4; -67,1; -63,0
"0821 Tilsyns- og registreringsvirksomhed "; 0,0; 0,0; 10,0; 10,0; 10,0; 10,0
"082111 Konkurrencestyrelsen "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"08211111 Sekretariat for Energitilsynet "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"08211190 Indtægtsdækket virksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"082121 Erhvervs- og Selskabsstyrelsen "; 0,0; 0,0; 10,0; 10,0; 10,0; 10,0
"08212110 Almindelig virksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"08212111 Administrative lettelser "; 0,0; 0,0; 10,0; 10,0; 10,0; 10,0
"0822 Forbrugerbeskyttelse og -oplysning "; -94,8; -86,0; -83,2; -77,4; -77,1; -73,0
"082201 Forbrugerstyrelsen - Forbrugernes Hus "; -78,7; -75,4; -75,0; -68,5; -67,6; -66,8
"08220110 Almindelig virksomhed "; -55,7; -75,4; -75,0; -68,5; -67,6; -66,8
"08220111 Forbrugerinformationen "; -24,3; 0,0; 0,0; 0,0; 0,0; 0,0
"08220190 Indtægtsdækket virksomhed "; 1,4; 0,0; 0,0; 0,0; 0,0; 0,0
"08220197 Andre tilskudsfinansierede aktiviteter "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"082205 Forbrugerstyrelsen, indtægter "; 1,2; 5,3; 6,7; 5,7; 5,1; 5,1
"08220510 Betalingsmiddelloven, gebyrer "; 1,2; 5,3; 6,7; 5,7; 5,1; 5,1
"082211 Forskellige tilskud "; -2,2; -0,9; -0,7; -0,7; -0,7; -0,7
"08221110 Dansk Varefakta Nævn "; -0,9; -0,9; -0,7; -0,7; -0,7; -0,7
"08221130 EU ulykkesindrapporteringsprojekt "; -1,3; 0,0; 0,0; 0,0; 0,0; 0,0
"082215 Forbrugerrådet "; -15,2; -15,0; -14,2; -13,9; -13,9; -10,6
